id;question;predicate;subject
40696;what caused the death of bibi torriani;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Bibi_Torriani
47654;What is the genre of music wilfrido vargas makes?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Wilfrido_Vargas
56883;what is final warning's genre;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Final_Warning
60728;which country is robert gibson from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Robert_Gibson_(Ontario_politician)
42447;what was the place of death of victor a. gangelin;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Victor_A._Gangelin
68468;what genre is guitar hero iii?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Guitar_Hero_III:_Legends_of_Rock
02605;what category of game is amped 2 under;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Amped_2
62398;The album moejadkatebarry by Maureen Tucker is categorized within which genre?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Moejadkatebarry
10890;in what time zone is sindh located;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Sindh
57364;Where is prentiss-payson house located in the world;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Prentiss-Payson_House
11309;What genre of music is the album shadow gallery?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Shadow_Gallery
62723;What style of music beethoven on speed?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Beethoven_on_Speed
04795;What genre is the album give out but dont give up;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Give_Out_But_Don't_Give_Up
67724;what east coast city and state was jonahan romero born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jonahan_Romero
00012;Which city did the artist ryna originate in;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/RYNA
32278;what is  frank grays football position;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Frank_Gray
72597;what kind of music does renaldo lapuz perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Renaldo_Lapuz
17690;the the mofo project/object album contains what kind of music?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_MOFO_Project/Object
67133;What is the genre of the album alise?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Alise_(album)
07920;where is the cragsmoor historic district found;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Cragsmoor_Historic_District
55315;What city did the september when come from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/The_September_When
43741;who was the author of komarr;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/Komarr
62144;what is the label that gerry mcghee is under?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Gerry_McGhee
50586;What kind of tv show is haunted history?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Haunted_History_(1998_TV_series)
29311;where is harry butsko born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Harry_Butsko
10040;which city is phyllis avery pass away;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Phyllis_Avery
51767;which written genre is the chick is in the mail;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/The_Chick_is_in_the_Mail
58849;what capital did inga gill die in;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Inga_Gill
02589;who was the director of the movie money for speed;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Money_for_Speed
43273;What genre is the album kisou?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Kisou
72638;Who directed the film a romance of the redwoods;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/A_Romance_of_the_Redwoods
08170;What genre of book does the the unseen queen belong to?;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/The_Unseen_Queen
68096;what kind of music does top junk make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Top_Junk
66993;what football position does eddy pieters graafland play?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Eddy_Pieters_Graafland
49306;Which country is the kuujjuaq airport located in;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Kuujjuaq_Airport
18713;where was jamaica kincaid born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jamaica_Kincaid
28996;What position does antonino bernardini play?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Antonino_Bernardini
68150;In what country did habibullah pass away?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Habibullah_(Bagram_detainee)
48543;Where in the United States did trip hop artist nile come from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Nile_(singer)
39410;Where did frederick vi of denmark die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Frederick_VI_of_Denmark
27487;what kind of book is crazy;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Crazy_(novel)
12305;what language is trapped available in;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Trapped_(2002_film)
38066;what is elton watkins's final resting place;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Elton_Watkins
46234;what kind of book is conan the wanderer;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Conan_the_Wanderer
46977;Which area is wotf-dt broadcasted?;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/WOTF-DT
36479;what position does dzoni novak play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Džoni_Novak
35837;Where was carl theodore liebermann's place of death?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Carl_Theodore_Liebermann
47950;what  languages are spoken on charice: one for the heart;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Charice:_One_for_the_Heart
62031;what type of book is dark secret;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Dark_Secret_(novel)
66914;Where did lewis billups die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Lewis_Billups
64422;what genre is justin heathcliff;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Osamu_Kitajima
11000;what genre is the mount;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/The_Mount_(novel)
41825;what is the place of birth of arthur malkin;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Arthur_Malkin
24186;Which genre of music is the album we come in peace with a message of love?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/We_Come_in_Peace_with_a_Message_of_Love
15603;What country is christopher sullivan from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Christopher_Sullivan_(soccer)
30668;what position does randy dixon play in american football;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Randy_Dixon
48772;where was elif jale yesilirmak born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Elif_Jale_Yeşilırmak
69762;What position does footballer jacques williams play?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Jacques_Williams
74876;Where was sean mcclory born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Sean_McClory
29659;what position is lucas turk;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Lucas_Turk
64509;Who composed the composition titled save you;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Save_You_(Pearl_Jam_song)
29055;where did jim heise die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Jim_Heise
16012;what is the cvg genre for the videogame pokemon rumble;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Pokémon_Rumble
50826;Where was jill whelan born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jill_Whelan
35774;where was marty burke born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Marty_Burke
15191;Where in the united states was william curtis bryson born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/William_Curtis_Bryson
25386;Which medium does the album up the downstair belong to?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Up_the_Downstair
21308;what genre of music does paul oakenfold perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Paul_Oakenfold
17709;in what genre does kiyoshi hikawa perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Kiyoshi_Hikawa
24476;what country capital was  william j. howell born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/William_J._Howell
32194;what type of genre does walk down the road fall under?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Walk_Down_the_Road
42673;What is the genre of music that is made by coheed and cambria;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Coheed_and_Cambria
62020;what kind of music does ainhoa cantalapiedra make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ainhoa_Cantalapiedra
24626;What position does mike bishop play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Mike_Bishop_(baseball)
07487;Who composed wake me up when september ends;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Wake_Me_Up_When_September_Ends
15318;what is the genre of the artist joey cape;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Joey_Cape
53275;Who was the composer of fake;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Fake_(Simply_Red_song)
62649;which us city is peter stephen du ponceau's place of death?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Peter_Stephen_Du_Ponceau
09250;who wrote life begins at forty;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Life_Begins_at_Forty_(1935_film)
20218;Which city is king opera house, arkansas located in;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/King_Opera_House
58794;what genre of music is out of the blue;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Out_of_the_Blue_(Debbie_Gibson_album)
40234;which director directed american dreams in china;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/American_Dreams_in_China
55836;what football position does azizi matt rose play at?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Azizi_Matt_Rose
14084;Who was the producer of the film sophies revenge?;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Sophie's_Revenge
72442;what is genre of jack & jill;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Jack_&_Jill_(novel)
01357;what genre is the book the planet on the table;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/The_Planet_on_the_Table
62942;what was the place of death of ralph dawson;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Ralph_Dawson
28077;which time zone is used in cold brook township;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Cold_Brook_Township,_Warren_County,_Illinois
24135;Where is william fung from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/William_Fung
21061;who directed the film 24 hour psycho;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/24_Hour_Psycho
56871;What position does ken barlow play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Ken_Barlow_(basketball)
06523;what is the genre of the artist alexi murdoch;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Alexi_Murdoch
68679;What language is spoken in the film The Beggars Opera.;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/The_Beggar's_Opera_(film)
11571;Who's the author that wrote piranha to scurfy;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/Piranha_to_Scurfy
32005;which category is the romulan way often put under;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/The_Romulan_Way
57672;what type of music is breath of heaven: a christmas collection;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Breath_of_Heaven:_A_Christmas_Collection
25689;who directed the film made in milan;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Made_in_Milan
57423;what language is spoken in la vendetta;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/La_Vendetta_(TV_series)
59645;What kind of music does honeymoon suite record?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Honeymoon_Suite
42574;where did jim kjelgaard die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Jim_Kjelgaard
74576;what positions has edward santeliz played;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Edward_Santeliz
44090;what language is they came back in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/They_Came_Back
62599;what type of program is rafaela?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Rafaela_(telenovela)
13298;what music genre is north from here?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/North_from_Here
06067;Who composed the composition repeat?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Repeat_(David_Guetta_song)
11467;what city and country did  shinji nakae die  in;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Shinji_Nakae
11423;what kind of show is my life as liz?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/My_Life_as_Liz
64599;who directed baby butch;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Baby_Butch
62719;What music sound does a woman and a man have?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/A_Woman_and_a_Man
07854;Where did leonard dembo originate from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Leonard_Dembo
16377;Who is candiria signed with;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Candiria
35962;What genre is johnny heartsman known for?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Johnny_Heartsman
10821;what is the language in the movie shadow?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Shadow_(2009_film)
45441;Where was gaetan bussmann born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Gaëtan_Bussmann
60868;what type of computer video game genre is  twisted metal: black;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Twisted_Metal:_Black
74282;where does the artist endless shame originate from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Endless_Shame
06815;What genre of music is monte pittman?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Monte_Pittman
09867;in what time zone is adana located;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Adana
53033;what position does marc janko play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Marc_Janko
52184;where did giovanni battista piranesi take his last breath;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Giovanni_Battista_Piranesi
01170;What city in southern california did charles schnee die in?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Charles_Schnee
32794;where was russell bannock given birth;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Russell_Bannock
58228;Who wrote the lyrics for beyond here lies nothin'?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Beyond_Here_Lies_Nothin'
55568;where did timothy o. howe die in the united states;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Timothy_O._Howe
41534;what is the position baven penton plays in football;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Baven_Penton
43902;where did brett weston die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Brett_Weston
75189;where is walker hayes from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Walker_Hayes
00340;which type of music genre does carlos johnson play in?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Carlos_Johnson_(blues_musician)
34798;which languages were spoken in the film with our king and queen through india?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/With_Our_King_and_Queen_Through_India
30694;which song was created by the almighty r.s.o.;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/The_Almighty_RSO
65339;where was susan sideropoulos born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Susan_Sideropoulos
33859;what genre is duas caras?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Duas_Caras
41416;where was andrew cole given birth;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Andy_Cole
62189;what soccer position does  kang jung-hun play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Kang_Jung-hun
21035;what kind of artist is bertie higgins;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bertie_Higgins
38195; omer vered is known for playing what soccer position;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Omer_Vered
04923;where was matko perdijic born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Matko_Perdijić
56917;what is the place of birth of abd al-ghani al-maqdisi;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Abd_al-Ghani_al-Maqdisi
36018;What is the birth place of robert d. fulton;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Robert_D._Fulton
66025;What is the satus time zone;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Satus,_Washington
04612;what language is featured on the nbc comedy hour;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/The_NBC_Comedy_Hour
07861;what lanuage is spoken in the film andhar bahar;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Andhar_Bahar
01474;Which label is heart apart of?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Heart_(band)
03490;which country is joseph blake from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Joseph_Blake_(criminal)
57111;what kind of music is played in the in a warzone album;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/In_a_Warzone
04036;where in iran was hooshang seyhoun born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Hooshang_Seyhoun
40176;who produced the film roughest africa?;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Roughest_Africa
36574;which city was irene zurkinden born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Irène_Zurkinden
22612;what music genre is drama;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Drama_(Yes_album)
13105;which time zone is george enescu, botosani located in;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/George_Enescu,_Botoșani
29457;who composed reason to believe;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Reason_to_Believe
26639;what type of music is hollywood kills: live at the whisky a go go;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_69_Eyes:_Hollywood_Kills
11345;Who directed staten island?;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Staten_Island_(film)
64360;where did harry thompson die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Harry_Thompson_(baseball)
63373;What kind of music does empire isis make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Empire_ISIS
39742;what language is django shoots first spoken in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Django_Shoots_First
51848;Where was stanislaw kogut born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Stanisław_Kogut
60248;what position does football player gary barnidge play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Gary_Barnidge
57252;what type of computer videogame is wwf raw (video game);http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/WWF_Raw_(video_game)
01972;which subset of rock and roll is on gilrock ranch;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gilrock_Ranch
00862;Who composed high school;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/High_School_(song)
16029;what kind of fiction is she is the darkness;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/She_Is_the_Darkness
60859;what musical genre does  joe elliott perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Joe_Elliott
52770;where was amelia curtis given birth;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Amelia_Curtis
03629;which country was daniel freyberg born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Daniel_Freyberg
42119;Where was payo enriquez de rivera born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Payo_Enríquez_de_Rivera
46729;who wrote the soul of a new machine;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/The_Soul_of_a_New_Machine
60999;in what netflix genre does the title murder at the presidio belong to;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Murder_at_the_Presidio
69214;What genre is secret life of machines;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Secret_Life_of_Machines_(album)
58708;Which genre of music do the walkmen create;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_Walkmen
34909;What kind of music is featured on gravity kills (album);http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gravity_Kills_(album)
54764;who produced cactus;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Cactus_(1986_film)
36576;What kind of music does capsula make?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Capsula
30617;what computer videogame genre is championship manager 93/94;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Championship_Manager_93/94
29724;Which music label is soulhead apart of?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Soulhead
29614;where did the band current swell form;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Current_Swell
28827;what position is don kolloway stationed at;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Don_Kolloway
00539;Where was kevin mccarthy (actor)'s place of death?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Kevin_McCarthy_(actor)
72211;what video game genre is boogie superstar;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Boogie_Superstar
46696;Where did saheb qiblah fultali die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Saheb_Qiblah_Fultali
33656;Where was jim bajor born in?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jim_Bajor
56026;What genre of music is ready classified as;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ready_(Trey_Songz_album)
12109;what kind of music does bob andrews (keyboardist) perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bob_Andrews_(keyboardist)
21155;what style of music does vixen play in?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Vixen_(band)
32176;Where was mick neville born in?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mick_Neville_(footballer)
12276;what genre of game is age of mythology;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Age_of_Mythology
13898;what language is as far as my feet will carry me in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/As_Far_as_My_Feet_Will_Carry_Me
01654;what language does a rural demon use;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/A_Rural_Demon
31385;What position does wilson palacios play for stoke city;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Wilson_Palacios
43738;Name the city where Bob Wooler was born in?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Bob_Wooler
43694;what country is juan arango from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Juan_Arango
11284;What genre is by the throat?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/By_the_Throat_(Eyedea_&_Abilities_album)
21147;what kind of music is stereo mcs;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Stereo_MCs
33420;Where is mikhail krug originally from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Mikhail_Krug
46856;where was michael pinnella was;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Michael_Pinnella
10828;Which language is tads swimming hole in;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Tad's_Swimming_Hole
63515;what position does karim hendou play in soccer;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Karim_Hendou
26779;Which city was radmila hrustanovic born in;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Radmila_Hrustanović
52182;which label signed angry anderson;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Angry_Anderson
72291;where did edwina mountbatten, countess mountbatten of burma die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Edwina_Mountbatten,_Countess_Mountbatten_of_Burma
25983;whats the baseball position that  steve huntz plays;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Steve_Huntz
05549;Who was the author of at the gates of darkness;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/At_the_Gates_of_Darkness
38514;which country was aaron harrison born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Aaron_Harrison
53099;where was gianluigi aponte  born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Gianluigi_Aponte
69758;What genre of music is world tour 1980?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/World_Tour_1980
24751;Where did fulvia die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Fulvia
42834;where was frank heinemann born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Frank_Heinemann
54792;Where in los angeles did benjamin stoloff die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Benjamin_Stoloff
12576;who directed lady from louisiana;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Lady_from_Louisiana
32886;what genre of pop is the album getting away with it... live;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Getting_Away_with_It..._Live
35202;what music genre is solid gold 69;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Solid_Gold_69
03857;Where was gergely kocsardi born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Gergely_Kocsárdi
36176;which position does the football player jose luis caminero have;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/José_Luis_Caminero
26905;which actor wrote behind the screen;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Behind_the_Screen
55204;What kind of album is cowboy in sweden;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Cowboy_in_Sweden
