id;question;predicate;subject
40599;what kinds of music is in your honor;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/In_Your_Honor
40508;what is the nationality of jo su-huk;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jo_Su-huk
39096;Who directed dracula;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Dracula_(1979_film)
21308;what genre of music does paul oakenfold perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Paul_Oakenfold
65036;what nationality is josefa de Obidos;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Josefa_de_Óbidos
66657;which genre is the artist les claypool;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Les_Claypool
37590;where was bonar law  born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Bonar_Law
72595;which language is used in the light: swami vivekananda;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/The_Light:_Swami_Vivekananda
42751;Where was coti sorokin born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Coti
47673;what position does ernst jean-joseph play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Ernst_Jean-Joseph
42330;What kind of music does mcbusted make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/McBusted
43593;What genre of music is up and crumbling;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Up_and_Crumbling
67539;where was louis fourestier born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Louis_Fourestier
33701;Which nation is fred grim from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Fred_Grim
25075;who authored a year with swollen appendices;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/A_Year_with_Swollen_Appendices
28217;What position does dirk heinen know how to play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Dirk_Heinen
46836;what genre is imperativereaction;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Imperative_Reaction
56525;Where was achille zavatta born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Achille_Zavatta
01082;Which genre of music is on the album titled underclass hero;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Underclass_Hero
13758;what kind of music is on suddenly?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Suddenly_(Billy_Ocean_album)
25633;Who wrote echo park;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/Echo_Park_(novel)
67424;where did the group faith, hope & charity start;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Faith_Hope_and_Charity_(US_band)
03627;what genre is amaran;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Amaran
75645;what type of music does dexter wansel make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Dexter_Wansel
51750;who produced the film cold creek manor;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Cold_Creek_Manor
63695;what type of music does bal-sagoth play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bal-Sagoth
29482;Where is sylvanus n. staples house located?;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Sylvanus_N._Staples_House
00539;Where was kevin mccarthy (actor)'s place of death?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Kevin_McCarthy_(actor)
26546;Who was the lyricist on the composition let it down;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Let_It_Down
60625;what type of music does john avila make?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/John_Avila
45931;where did the the holy sea originate?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/The_Holy_Sea
60292;what genre is the computer videogame overdrive;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Overdrive_(video_game)
60426;What position does mike palagyi play in baseball;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Mike_Palagyi
47864;what defensive position does jordi codina play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Jordi_Codina
47920;Which city and state was dennis johnson born in;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Dennis_Johnson_(defensive_tackle)
70843;Under what genre is the tv program fermentation family categorized;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Fermentation_Family
74354;which city is lefty hoerst from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Lefty_Hoerst
44694;who was the producer of danton (1983 film);http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Danton_(1983_film)
24506;who directed the film born villain;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Born_Villain_(film)
56899;what genre of music does grizzly bear (band) belong to?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Grizzly_Bear_(band)
05707;what label is jo-el sonnier signed to;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Jo-El_Sonnier
68196;What label was jackie moore signed to;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Jackie_Moore_(singer)
41439;where in england did egbert van heemskerk died in?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Egbert_van_Heemskerck
46603;Who directed screwed in tallinn;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Screwed_in_Tallinn
44039;What country is anita pointer from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Anita_Pointer
18008;Who is the writer of the adventures of tom sawyer;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer_(musical)
37189;is power to the people rock music or pop;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Power_to_the_People_(Poison_album)
01370;which infield position did harry pattee play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Harry_Pattee
22183;which baseball position is dan dugan charged of;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Dan_Dugan_(baseball)
05803;where is kenny drew from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Kenny_Drew
30042;where was mariano gago born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mariano_Gago
00823;where is the location the rotunda found;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/The_Rotunda_(University_of_Virginia)
12355;what country does borush live in;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Boris_Titulaer
12134;what music style does chixdiggit perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Chixdiggit
07499;what position does hockey player jason jaffray play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Jason_Jaffray
41432;What genre of music does  the artist us5com produce;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/US5
19690;What was the genre of album one from the modern?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/One_from_the_Modern
65859;what position does miguel areias play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Miguel_Areias
60788;Which genre of music is made by meiko;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Meiko_(American_singer)
33917;Where is juan carlos mosquera from?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Juan_Carlos_Mosquera
00360;What language do most jewish american speak;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/American_Jews
18964;Where is Patrick Cowley from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Patrick_Cowley
70502;who wrote the lyrics to rocky raccoon;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Rocky_Raccoon
22777;in which city was michael o. freeman born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Michael_O._Freeman
32776;what type of artist is amanda richards;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Amanda_Richards
54879;who was the composer of the song apologize;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Apologize_(OneRepublic_song)
35765;what type of metal music was the album passage to arcturo;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Passage_to_Arcturo
72442;what is genre of jack & jill;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Jack_&_Jill_(novel)
32129;which label did clouddead sign to;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Clouddead
40363;from which city is timmy thomas from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Timmy_Thomas
71832;what position does tony hadley play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Tony_Hadley_(footballer)
42339;who directed wild target;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Wild_Target
31555;what kind of music is on ugly beautiful;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ugly_Beautiful
42033;What city is john lawry from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/John_Lawry
56634;what type of music does tom hamilton (musician) play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Tom_Hamilton_(musician)
54182;what is the baseball position played by art fletcher;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Art_Fletcher
31812;who directed the movie before night falls;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Before_Night_Falls_(film)
14450;Where is vince gill from?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Vince_Gill
57620;what kind of television program was bump?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bump_(TV_series)
56209;what kind of music is becky hobbs known for?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Becky_Hobbs
43694;what country is juan arango from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Juan_Arango
43625;Which football position does nizami hajiyev play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Nizami_Hajiyev
11395;What kind of book is mystery of the whale tattoo;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Mystery_of_the_Whale_Tattoo
51374;where did don leeson die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Don_Leeson
06077;what is the nationality of aatef jenyat;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Aatef_Jenyat
12835;what type of album is modernity killed every night;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Modernity_Killed_Every_Night
15126;Where in europe was claire rommer born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Claire_Rommer
50972;what kind of music does pixie lott produce;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Pixie_Lott
45332;What county was jimmy carter born in?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jimmy_Carter_(boxer)
43308;What type of music does gesaffelstein do;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gesaffelstein
59331;What is the genre of the album boys & girls 1+1=3;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Boys_&_Girls_1+1=3
26209;who directed ellam avan seyal;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Ellam_Avan_Seyal
58813;Where was mitch fifield born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mitch_Fifield
42478;What is vitalijs maksimenko position;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Vitālijs_Maksimenko
17388;What language is the film the great gambler in;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/The_Great_Gambler
70404;where was henry pedris born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Henry_Pedris
51663;What language was ronquillo filmed in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Adan_Ronquillo
45394;what kind of music is pieces;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Pieces_(Matt_Simons_album)
56543;where did tommy grant spend his last day alive;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Tommy_Grant_(Canadian_football)
07431;what baseball position does jose escobar play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/José_Escobar_(baseball)
27787;where is samuel chamberlain house located?;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Samuel_Chamberlain_House
57945;What sort of music is redencao;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Redenção_(album)
28326;what genre does patrick moraz classify under;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Patrick_Moraz
48127;where was the death place of silas casey;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Silas_Casey
23414;what city and state gave rise to mark pender;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Mark_Pender
27042;What kind of music is the album live: the 1971 tour;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Live:_The_1971_Tour
63115;what language is used in dalagang ilocana;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Dalagang_Ilocana
07462;what book genre is survivors quest?;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Survivor's_Quest
09993;where did pavel ignatieff die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Pavel_Ignatieff
32748;Who directed billy the kid in santa fe;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Billy_the_Kid_in_Santa_Fe
37133;what city and country was samuel bough born in;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Sam_Bough
07810;what is the football position that jamal williams played;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Jamal_Williams
54350;what time zone encompasses teec nos pos;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Teec_Nos_Pos,_Arizona
09912;What position in football does michael gavin play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Michael_Gavin_(soccer)
17420;who produced the film the book of eli?;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/The_Book_of_Eli
21203;which language is spoken in the haunted house (1921 film);http://dbpedia.org/ontology/language;http://dbpedia.org/resource/The_Haunted_House_(1921_film)
59500;Where was vladimir atlantov born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Vladimir_Atlantov
56286;What is the genre of the book sunnyside?;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Sunnyside_(novel)
51697;Which city was richard holden in when he died;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Richard_Holden_(politician)
72686;What kind of music is played on crush;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Crush_(Bon_Jovi_album)
26600;what kind of music does choker campbell make?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Choker_Campbell
47426;Where in Scotland was flora stevenson born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Flora_Stevenson
45648;what type of book is night work?;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Night_Work_(King_novel)
29516;what types of videogame is daytona usa 2;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Daytona_USA_2
49380;where did n. b. willey die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/N._B._Willey
37255;what language is tap roots in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Tap_Roots
50855;What genre of book is earth hive;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Aliens:_Earth_Hive
63157;What style of music is the album pressure chief?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Pressure_Chief
56230;Which time zone is triadelphia, west virginia in?;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Triadelphia,_West_Virginia
15576;who directed the episode everybody dies?;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Everybody_Dies_(House)
71780;what type of album is the remix album;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_Remix_Album_(Lisa_Stansfield_album)
19771;where was john h. clifford pronounced dead;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/John_H._Clifford
04239;what kind of music is ruido rosa?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ruído_Rosa
60093;where was  paul tough born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Paul_Tough
