question;predicate
where in poland was arkadiusz czarnecki born;http://dbpedia.org/ontology/birthPlace
What type of rock does neil innes make;http://dbpedia.org/ontology/genre
What is the name of the city where grigory petrovsky passed away?;http://dbpedia.org/ontology/deathPlace
which artist is signed with motown?;http://dbpedia.org/ontology/recordLabel
who is a baseball pitcher?;http://dbpedia.org/ontology/position
what kind of album is blue-sky research;http://dbpedia.org/ontology/genre
where is zoltan Agh born;http://dbpedia.org/ontology/birthPlace
What is an example of a family film;http://dbpedia.org/ontology/genre
What is an important opera house in la plata?;http://dbpedia.org/ontology/location
Where did Alexander Skutch die?;http://dbpedia.org/ontology/deathPlace
What is the birth place of raoul bova?;http://dbpedia.org/ontology/birthPlace
where in new york was bob guccione born in>;http://dbpedia.org/ontology/birthPlace
which military person was born in ranikhet?;http://dbpedia.org/ontology/birthPlace
The an album from the experimental rock genre.;http://dbpedia.org/ontology/genre
what kind of genre is death acoustic;http://dbpedia.org/ontology/genre
What type of music is played on heroine;http://dbpedia.org/ontology/genre
where was mariano gago born?;http://dbpedia.org/ontology/birthPlace
who produced the film the insider?;http://dbpedia.org/ontology/producer
what is the place rudolf schlichter died?;http://dbpedia.org/ontology/deathPlace
what label does mgmt record under;http://dbpedia.org/ontology/recordLabel
what was khalil al-wazir's place of death;http://dbpedia.org/ontology/deathPlace
Where is artist john shannon from?;http://dbpedia.org/ontology/hometown
who is signed to victor entertainment;http://dbpedia.org/ontology/recordLabel
which songs did eddie vedder compose;http://dbpedia.org/ontology/writer
What film did laurie anderson direct?;http://dbpedia.org/ontology/director
What was written by france preseren;http://dbpedia.org/ontology/author
what position does pete liske play in american football;http://dbpedia.org/ontology/position
What are the names of speculative fiction books by Dave Duncan?;http://dbpedia.org/ontology/literaryGenre
what genre is the album indicud;http://dbpedia.org/ontology/genre
What is a cd by coil that features experimental music?;http://dbpedia.org/ontology/genre
which football position did boyan iliev play in?;http://dbpedia.org/ontology/position
who wrote lyrics for satellite?;http://dbpedia.org/ontology/writer
what film was  kenneth grahame the writer of;http://dbpedia.org/ontology/writer
what time zone is utica in;http://dbpedia.org/ontology/timeZone
Where in tennessee was maude fealy born;http://dbpedia.org/ontology/birthPlace
Name a place located in the central european time zone;http://dbpedia.org/ontology/timeZone
what was the original language for umr-e-lahaasil ka haasil;http://dbpedia.org/ontology/language
what position did wade leblanc play?;http://dbpedia.org/ontology/position
what football position does keenan lewis  play;http://dbpedia.org/ontology/position
what kind of music does romina daniele make?;http://dbpedia.org/ontology/genre
where was winnie haatrecht born;http://dbpedia.org/ontology/birthPlace
Name someone born in Chicago?;http://dbpedia.org/ontology/birthPlace
which country is zeev revach from;http://dbpedia.org/ontology/birthPlace
What kind of music is played on crush;http://dbpedia.org/ontology/genre
Which genre of music is found on the album santana iii: legacy edition;http://dbpedia.org/ontology/genre
what type of music does tim rose make;http://dbpedia.org/ontology/genre
Which artist belongs to the columbia records label?;http://dbpedia.org/ontology/recordLabel
Who produced the film death at a funeral;http://dbpedia.org/ontology/producer
What was the original language of the book  last contact;http://dbpedia.org/ontology/language
what position does ben hickey play;http://dbpedia.org/ontology/position
who wrote sailors, beware!;http://dbpedia.org/ontology/writer
what type of song is earth rocker;http://dbpedia.org/ontology/genre
who was born in buenos aires?;http://dbpedia.org/ontology/birthPlace
what type of music is on installation sonore?;http://dbpedia.org/ontology/genre
Which city did adolf berman die in;http://dbpedia.org/ontology/deathPlace
where did veerendra die;http://dbpedia.org/ontology/deathPlace
What film did jim van bebber write?;http://dbpedia.org/ontology/writer
what kind of music does pixie lott produce;http://dbpedia.org/ontology/genre
Whats an example of a reggaeton album;http://dbpedia.org/ontology/genre
what album is christian rock?;http://dbpedia.org/ontology/genre
Name a game in the platform game genre;http://dbpedia.org/ontology/genre
which artist is signed to polydor records;http://dbpedia.org/ontology/recordLabel
what albums are rock music;http://dbpedia.org/ontology/genre
who was born in montclair;http://dbpedia.org/ontology/birthPlace
who is an electronic dance music artist;http://dbpedia.org/ontology/genre
Where was bob cooney born?;http://dbpedia.org/ontology/birthPlace
which football player is from fort myers?;http://dbpedia.org/ontology/birthPlace
what location is eastern daylight time?;http://dbpedia.org/ontology/timeZone
which artist works under the record label sony music entertainment;http://dbpedia.org/ontology/recordLabel
what is a musician that plays folk music;http://dbpedia.org/ontology/genre
where did john page spend his last day of life;http://dbpedia.org/ontology/deathPlace
What did john norman write?;http://dbpedia.org/ontology/author
what position does ignas dedura play;http://dbpedia.org/ontology/position
what's the name of a christmas music;http://dbpedia.org/ontology/genre
What is the title of a science fiction book?;http://dbpedia.org/ontology/literaryGenre
where did albert dietrich die;http://dbpedia.org/ontology/deathPlace
Where in california was kevin novak born;http://dbpedia.org/ontology/birthPlace
which nick was born in munich;http://dbpedia.org/ontology/birthPlace
what country did christine noonan pass away in;http://dbpedia.org/ontology/deathPlace
what genre is the book patriot games;http://dbpedia.org/ontology/literaryGenre
what are jazz albums;http://dbpedia.org/ontology/genre
what book genre is orbit 1?;http://dbpedia.org/ontology/literaryGenre
Who was born in Idaho?;http://dbpedia.org/ontology/birthPlace
what player plays catcher?;http://dbpedia.org/ontology/position
What city contains the waterton lakes national park;http://dbpedia.org/ontology/location
which language was madras cafe originally produced in;http://dbpedia.org/ontology/language
What county is texas cyclone a part of;http://dbpedia.org/ontology/location
Who wrote the book the sword of the dawn?;http://dbpedia.org/ontology/author
what is a tourist attraction in warsaw;http://dbpedia.org/ontology/location
what is the name of a indie rock album;http://dbpedia.org/ontology/genre
which pianist was born in oldham?;http://dbpedia.org/ontology/birthPlace
Who was born in sydney?;http://dbpedia.org/ontology/birthPlace
who is a person that was born in  miami;http://dbpedia.org/ontology/birthPlace
What's an album that would be classified hard rock;http://dbpedia.org/ontology/genre
what is a book in the genre speculative fiction;http://dbpedia.org/ontology/literaryGenre
what kinds of music is played by wheat chiefs;http://dbpedia.org/ontology/genre
Where was linda lusardi born?;http://dbpedia.org/ontology/birthPlace
how would christine guldbrandsen's music be described;http://dbpedia.org/ontology/genre
what kind of music is on suddenly?;http://dbpedia.org/ontology/genre
What is a movie pierce brosnan produced?;http://dbpedia.org/ontology/producer
what compositions have bernie taupin made?;http://dbpedia.org/ontology/writer
which genre is the fire inside;http://dbpedia.org/ontology/genre
where was brandon winey born;http://dbpedia.org/ontology/birthPlace
what genre is otto knows;http://dbpedia.org/ontology/genre
what is an example of a blues-rock album;http://dbpedia.org/ontology/genre
what type of music does colin lester make?;http://dbpedia.org/ontology/genre
Where did edward pincus die;http://dbpedia.org/ontology/deathPlace
Which city was adrian henri born;http://dbpedia.org/ontology/birthPlace
what kind of book is mussolini: his part in my downfall;http://dbpedia.org/ontology/literaryGenre
who is a groove metal artist;http://dbpedia.org/ontology/genre
what kinds of music is played by mark o'toole;http://dbpedia.org/ontology/genre
Which town is taramaclean from?;http://dbpedia.org/ontology/hometown
what position does sven boy play at in football?;http://dbpedia.org/ontology/position
in what language was hemlock society filmed in;http://dbpedia.org/ontology/language
Who is someone born in new york city?;http://dbpedia.org/ontology/birthPlace
what nationality is josefa de Obidos;http://dbpedia.org/ontology/birthPlace
What's a heavy metal album by warcry;http://dbpedia.org/ontology/genre
where did helen suzman die;http://dbpedia.org/ontology/deathPlace
what kind of music is on on the beat!;http://dbpedia.org/ontology/genre
what album is of grunge genre;http://dbpedia.org/ontology/genre
what city and state did  john stratton die in;http://dbpedia.org/ontology/deathPlace
where is the hsbc arena (rio de janeiro) located?;http://dbpedia.org/ontology/location
Who's a princess born in the grand palace;http://dbpedia.org/ontology/birthPlace
who composed the payback?;http://dbpedia.org/ontology/writer
who composed sacrament of wilderness;http://dbpedia.org/ontology/writer
what position does artur karnoza play;http://dbpedia.org/ontology/position
what is oswald smith-bingham's nationality?;http://dbpedia.org/ontology/birthPlace
what kind of music does quentin elias make;http://dbpedia.org/ontology/genre
what is matt angle  baseball position;http://dbpedia.org/ontology/position
which gothic metal artist was founded in 2002?;http://dbpedia.org/ontology/genre
what position does joel pinto play;http://dbpedia.org/ontology/position
what position does mario celotto play at in american football?;http://dbpedia.org/ontology/position
What was the place of birth of bernard cohen;http://dbpedia.org/ontology/birthPlace
which lyrics did brandi carlile write;http://dbpedia.org/ontology/writer
Where was wilbur ware born?;http://dbpedia.org/ontology/birthPlace
who wrote city of women;http://dbpedia.org/ontology/writer
what kind of music is daniel debourg;http://dbpedia.org/ontology/genre
Where in the united states was william curtis bryson born?;http://dbpedia.org/ontology/birthPlace
Who is an artist signed to the record label asthmatic kitty?;http://dbpedia.org/ontology/recordLabel
what kind of music does dark suns play?;http://dbpedia.org/ontology/genre
what's an album under the noise pop genre;http://dbpedia.org/ontology/genre
In what language is repetition written in?;http://dbpedia.org/ontology/language
what county is washington pass a part;http://dbpedia.org/ontology/location
which country does harry blackstone, jr. come from;http://dbpedia.org/ontology/birthPlace
What soccer position does agustin battipiedi play;http://dbpedia.org/ontology/position
What artist is considered to be in the power noise genre?;http://dbpedia.org/ontology/genre
what kind of artist are the chiffons?;http://dbpedia.org/ontology/genre
which position does andy wilkins play;http://dbpedia.org/ontology/position
where did daniel ruggles die;http://dbpedia.org/ontology/deathPlace
What is the birthplace of adrian gunino;http://dbpedia.org/ontology/birthPlace
what kind of music is on one full year?;http://dbpedia.org/ontology/genre
What would be called an emo band;http://dbpedia.org/ontology/genre
who was the producer of  rags;http://dbpedia.org/ontology/producer
is it's a jungle out there christian rock or pop rock;http://dbpedia.org/ontology/genre
which genre is the tv program california dreams;http://dbpedia.org/ontology/genre
What kind of television is early today;http://dbpedia.org/ontology/genre
where was maria bello born;http://dbpedia.org/ontology/birthPlace
Where did autograph originate;http://dbpedia.org/ontology/hometown
where was phil amato born?;http://dbpedia.org/ontology/birthPlace
what type of music is stateless?;http://dbpedia.org/ontology/genre
what time zone does sumiton use?;http://dbpedia.org/ontology/timeZone
what tv actor was born in liverpool;http://dbpedia.org/ontology/birthPlace
Who directed the five days?;http://dbpedia.org/ontology/director
what works have been written by tim wise?;http://dbpedia.org/ontology/author
what film did tom tykwer produce;http://dbpedia.org/ontology/producer
what's the name of a tactical shooter shooter game;http://dbpedia.org/ontology/genre
Name someone who was born in istanbul;http://dbpedia.org/ontology/birthPlace
who produced gorgo?;http://dbpedia.org/ontology/producer
what film was carlo mazzacurati a director on;http://dbpedia.org/ontology/director
Which label is consequence apart of?;http://dbpedia.org/ontology/recordLabel
what is a power metal album?;http://dbpedia.org/ontology/genre
who is the writer of the abe lincoln in illinois film;http://dbpedia.org/ontology/writer
what is eric weissberg's place of birth?;http://dbpedia.org/ontology/birthPlace
who produced the film nutcase;http://dbpedia.org/ontology/producer
What kind of music does ralf gyllenhammar play?;http://dbpedia.org/ontology/genre
what label is stephane ginsburgh with?;http://dbpedia.org/ontology/recordLabel
Where did tomas yepes die;http://dbpedia.org/ontology/deathPlace
what genre would ode to a banker go under;http://dbpedia.org/ontology/literaryGenre
What sort of rock is recorded on save me from myself;http://dbpedia.org/ontology/genre
what type of program is the voice indonesia;http://dbpedia.org/ontology/genre
what types of music is sub rosa;http://dbpedia.org/ontology/genre
What style of music is the album aretha: with the ray bryant combo?;http://dbpedia.org/ontology/genre
who was born in west nipissing;http://dbpedia.org/ontology/birthPlace
what is a song composed by bruce springsteen;http://dbpedia.org/ontology/writer
what musical genre does gershon kingsley create;http://dbpedia.org/ontology/genre
which language is used in the eagle;http://dbpedia.org/ontology/language
What record label is dirtie blonde signed to;http://dbpedia.org/ontology/recordLabel
Which genre is the book whale talk from;http://dbpedia.org/ontology/literaryGenre
What type of game is star fighter;http://dbpedia.org/ontology/genre
who are the artists signed to checker records;http://dbpedia.org/ontology/recordLabel
what genre is ezginin gunlugu;http://dbpedia.org/ontology/genre
What kind of music does capsula make?;http://dbpedia.org/ontology/genre
Who's a sculptor from budapest;http://dbpedia.org/ontology/birthPlace
where in florida was gerard jean-juste's place of death?;http://dbpedia.org/ontology/deathPlace
what kind of music does aion perform;http://dbpedia.org/ontology/genre
What position did davy jones play;http://dbpedia.org/ontology/position
what is the genre of the album eruption;http://dbpedia.org/ontology/genre
what kind of game is secret agent clank;http://dbpedia.org/ontology/genre
What did jeff ament compose?;http://dbpedia.org/ontology/writer
what composition did bjork compose;http://dbpedia.org/ontology/writer
what is paul kpaka's nationality?;http://dbpedia.org/ontology/birthPlace
Name the biography written by Milton Meltzer?;http://dbpedia.org/ontology/literaryGenre
who was born in dortmund?;http://dbpedia.org/ontology/birthPlace
Which city was greg ham born in;http://dbpedia.org/ontology/birthPlace
what is an episode written by mike scully;http://dbpedia.org/ontology/writer
what game genre is after burner climax?;http://dbpedia.org/ontology/genre
what type of video game is runescape;http://dbpedia.org/ontology/genre
who was a lightweight boxer born in herkimer;http://dbpedia.org/ontology/birthPlace
what type of music is plastic planet;http://dbpedia.org/ontology/genre
what position does al pedrique play;http://dbpedia.org/ontology/position
where did william d. leahy die;http://dbpedia.org/ontology/deathPlace
extradition order  performs what music type;http://dbpedia.org/ontology/genre
Where was john august born;http://dbpedia.org/ontology/birthPlace
who directed the film greedy for tweety;http://dbpedia.org/ontology/director
Where was randy elliott's place of birth?;http://dbpedia.org/ontology/birthPlace
what genre is suburban lawns's music?;http://dbpedia.org/ontology/genre
Which type of music is on the album titled for every man;http://dbpedia.org/ontology/genre
what is the language spoken in a lady in love?;http://dbpedia.org/ontology/language
what city did herbert weichmanndie;http://dbpedia.org/ontology/deathPlace
which label is ali tabatabaee signed to;http://dbpedia.org/ontology/recordLabel
where did bill monroe kick the bucket;http://dbpedia.org/ontology/deathPlace
Which city did the artist ryna originate in;http://dbpedia.org/ontology/hometown
what is the name of a book written by author doris lessing?;http://dbpedia.org/ontology/author
which film did john brahm direct;http://dbpedia.org/ontology/director
which label does ruby wright make music under;http://dbpedia.org/ontology/recordLabel
Which state in mexico did ambrose bierce pass away;http://dbpedia.org/ontology/deathPlace
what type of game is race driver: grid;http://dbpedia.org/ontology/genre
what tv program is a news type genre;http://dbpedia.org/ontology/genre
What is one the isles located in lake michigan?;http://dbpedia.org/ontology/location
what is the chosen genre of deathsgarden;http://dbpedia.org/ontology/genre
Which Nigerian football player was born in Kalba?;http://dbpedia.org/ontology/birthPlace
What was tyrone davis's place of birth?;http://dbpedia.org/ontology/birthPlace
What film did chris eyre produce?;http://dbpedia.org/ontology/producer
who directed scarface (1983 film);http://dbpedia.org/ontology/director
Name a alternative metal album used to raise money;http://dbpedia.org/ontology/genre
What type of metal is played on a heavy mental christmas;http://dbpedia.org/ontology/genre
what are documentary film tv programs;http://dbpedia.org/ontology/genre
which country is lucio flavio dos santos from;http://dbpedia.org/ontology/birthPlace
which label is robert knight under contract with;http://dbpedia.org/ontology/recordLabel
What woman was born in green bay?;http://dbpedia.org/ontology/birthPlace
which position does pitso mosimane play;http://dbpedia.org/ontology/position
Where did johann gottlieb naumann die;http://dbpedia.org/ontology/deathPlace
who directed  forbidden fruit;http://dbpedia.org/ontology/director
who is the author of the burning world?;http://dbpedia.org/ontology/author
Which genre of music is the album i am a photograph?;http://dbpedia.org/ontology/genre
Who was born in the city of katsina?;http://dbpedia.org/ontology/birthPlace
what kind of tv show is baywatch nights;http://dbpedia.org/ontology/genre
What type of music  is featured on no rain, no rainbow;http://dbpedia.org/ontology/genre
what's something to see in saint john;http://dbpedia.org/ontology/location
In what u.s. city was ruben amaro, jr. born?;http://dbpedia.org/ontology/birthPlace
What is the nationality of norma elizabeth boyd?;http://dbpedia.org/ontology/birthPlace
what kind of music is on flying?;http://dbpedia.org/ontology/genre
what is the nationality of nikki samonte;http://dbpedia.org/ontology/birthPlace
What tv episode has paul haggis directed;http://dbpedia.org/ontology/director
Who is the film director from paris?;http://dbpedia.org/ontology/birthPlace
Who used to play shortstop in the MLB?;http://dbpedia.org/ontology/position
Who wrote the piece the shape i'm in;http://dbpedia.org/ontology/writer
what asian city did kiichi aichi die in;http://dbpedia.org/ontology/deathPlace
What position does muhannad eltahir play in soccer;http://dbpedia.org/ontology/position
What genre of music does red abbott make?;http://dbpedia.org/ontology/genre
name a school in  cyberjaya;http://dbpedia.org/ontology/location
where did serge reggiani die;http://dbpedia.org/ontology/deathPlace
Where did gerry studds die?;http://dbpedia.org/ontology/deathPlace
which album is played by bob & earl;http://dbpedia.org/ontology/recordLabel
what is the genre of the album not the tremblin' kind;http://dbpedia.org/ontology/genre
What is the name of the weather channels smooth jazz album;http://dbpedia.org/ontology/genre
what American actress and film director was born in queens;http://dbpedia.org/ontology/birthPlace
Who was the executive producer on titan a.e.?;http://dbpedia.org/ontology/producer
What genre is the book therapy considered to be?;http://dbpedia.org/ontology/literaryGenre
what musical ensemble is nat towles from;http://dbpedia.org/ontology/genre
who is a japanese pop music group;http://dbpedia.org/ontology/genre
what company does brian wilson work for;http://dbpedia.org/ontology/recordLabel
Name someone born in Chile;http://dbpedia.org/ontology/birthPlace
What's the time zone in farmington township;http://dbpedia.org/ontology/timeZone
who is a glam metal artist;http://dbpedia.org/ontology/genre
what type of music is tennis;http://dbpedia.org/ontology/genre
what type of film is the waiters ball;http://dbpedia.org/ontology/language
what is the name of a director born in brooklyn?;http://dbpedia.org/ontology/birthPlace
which book is suspense;http://dbpedia.org/ontology/literaryGenre
who was born in richmond;http://dbpedia.org/ontology/birthPlace
What country does mizz nina come from;http://dbpedia.org/ontology/hometown
Name an emo album;http://dbpedia.org/ontology/genre
where was hal quick born;http://dbpedia.org/ontology/birthPlace
Who wrote the plot for manhattan love song;http://dbpedia.org/ontology/writer
What is an example of a silent film;http://dbpedia.org/ontology/language
who wrote ram gopal varma's indian flames?;http://dbpedia.org/ontology/writer
What genre of tv program is skyland;http://dbpedia.org/ontology/genre
what album is post-grunge?;http://dbpedia.org/ontology/genre
what was earle birney's birth place;http://dbpedia.org/ontology/birthPlace
Which record company does dirty vegas belong to?;http://dbpedia.org/ontology/recordLabel
where in russia did  agostinho neto pass;http://dbpedia.org/ontology/deathPlace
what position does dario monteiro play;http://dbpedia.org/ontology/position
Where in the united states did henry clarke die?;http://dbpedia.org/ontology/deathPlace
state a city in the mountain time zone;http://dbpedia.org/ontology/timeZone
Who is the actor born in cleveland, ohio?;http://dbpedia.org/ontology/birthPlace
What's a pop music released in 1987;http://dbpedia.org/ontology/genre
what type of music does 38th parallel play?;http://dbpedia.org/ontology/genre
which baseball position is ed abbaticchio charged of;http://dbpedia.org/ontology/position
what specific kind of rock music is on songs for a simple moment;http://dbpedia.org/ontology/genre
what is jon midttun lie's place of birth;http://dbpedia.org/ontology/birthPlace
Where was richard cantillon born;http://dbpedia.org/ontology/birthPlace
what position does dominik picak play for the NK Slaven Belupo;http://dbpedia.org/ontology/position
What's an example of a adventure game;http://dbpedia.org/ontology/genre
What position does lloyd doyley play;http://dbpedia.org/ontology/position
who is an artist who performs orchestra;http://dbpedia.org/ontology/genre
Which position did emmanuel olisadebe play;http://dbpedia.org/ontology/position
Where did hal anderson die;http://dbpedia.org/ontology/deathPlace
what type of book is look to the lady;http://dbpedia.org/ontology/literaryGenre
whats the name of an artist known for pop music;http://dbpedia.org/ontology/genre
what kind of music is on the shadiest one?;http://dbpedia.org/ontology/genre
what soccer position does  dan popik play;http://dbpedia.org/ontology/position
what baseball player played as a pitcher?;http://dbpedia.org/ontology/position
what type of music does tequila affiliate with;http://dbpedia.org/ontology/genre
what position does richard dryden play;http://dbpedia.org/ontology/position
what Taiwanese Baseball player was born in penghu;http://dbpedia.org/ontology/birthPlace
which Portuguese novelist was born in lisbon;http://dbpedia.org/ontology/birthPlace
what state is rosedale park, detroit within;http://dbpedia.org/ontology/location
What type of music is featured on my minds eye;http://dbpedia.org/ontology/genre
what is a documentary film about game shows;http://dbpedia.org/ontology/genre
What soccer position does michael pook play;http://dbpedia.org/ontology/position
Which artist is a part of the capitol records record label?;http://dbpedia.org/ontology/recordLabel
What is an example of a composition by jule styne;http://dbpedia.org/ontology/writer
what country is shabaam sahdeeq from;http://dbpedia.org/ontology/hometown
Name someone who was born in douala;http://dbpedia.org/ontology/birthPlace
what film did james woods produce;http://dbpedia.org/ontology/producer
what position does marco ivan perez play?;http://dbpedia.org/ontology/position
what are cities in altrincham;http://dbpedia.org/ontology/location
Who was the lyricist from the song a gallon of gas;http://dbpedia.org/ontology/writer
what kind of tv genre is taiyo sentai sun vulcan;http://dbpedia.org/ontology/genre
What book did andre norton write?;http://dbpedia.org/ontology/author
what type of video game is kid icarus: of myths and monsters;http://dbpedia.org/ontology/genre
What kind of music is in;http://dbpedia.org/ontology/genre
Where in new mexico did james mercer begin his career;http://dbpedia.org/ontology/hometown
what female was born in anambra state;http://dbpedia.org/ontology/birthPlace
what type of music does whiplash make?;http://dbpedia.org/ontology/genre
what kind of music is house of lords;http://dbpedia.org/ontology/genre
which musical genre does the album  perfect from now on belong to;http://dbpedia.org/ontology/genre
who was the director of la terrazza;http://dbpedia.org/ontology/director
What are people born in lombardy referred to as;http://dbpedia.org/ontology/birthPlace
what architect is originally from barcelona;http://dbpedia.org/ontology/birthPlace
Who's a politician born in bento goncalves;http://dbpedia.org/ontology/birthPlace
is the show the shadow line a drama or a comedy;http://dbpedia.org/ontology/genre
What language is crisis at central high written in;http://dbpedia.org/ontology/language
