question;predicate
what is a work by mike patton;http://dbpedia.org/ontology/writer
where did daniel coulter reynolds die?;http://dbpedia.org/ontology/birthPlace
which art punk artist formed in 1970?;http://dbpedia.org/ontology/genre
what type of album is nobody love, nobody gets hurt;http://dbpedia.org/ontology/genre
heavy metal is the genre of what album?;http://dbpedia.org/ontology/genre
where is john henry weston house located;http://dbpedia.org/ontology/location
what position does cenk Isler play in football;http://dbpedia.org/ontology/position
what is the origin of the artist theocracy;http://dbpedia.org/ontology/hometown
what is sasa vasiljevic's basketball position;http://dbpedia.org/ontology/position
where was  richard lyons, 1st viscount lyons born;http://dbpedia.org/ontology/birthPlace
what is the language of the tv program duyan;http://dbpedia.org/ontology/language
what kind of program is the greatness of a hero?;http://dbpedia.org/ontology/genre
what kind of music does magic lunchbox make;http://dbpedia.org/ontology/genre
what is the language spoken in austeria?;http://dbpedia.org/ontology/language
who is a person born in ferrol;http://dbpedia.org/ontology/birthPlace
where was jamaica kincaid born;http://dbpedia.org/ontology/birthPlace
who is the author of the hardcore diaries;http://dbpedia.org/ontology/author
Who composed be my yoko ono?;http://dbpedia.org/ontology/writer
Who wrote the magicians elephant?;http://dbpedia.org/ontology/author
what type of music is featured in the life on a plate album;http://dbpedia.org/ontology/genre
whats the name of an artist whose genre is pop music;http://dbpedia.org/ontology/genre
Which episodes of prime suspect did alexandra cunningham write?;http://dbpedia.org/ontology/writer
Who directed the film the man who cried;http://dbpedia.org/ontology/director
what post office is in niagara falls;http://dbpedia.org/ontology/location
what is a film directed by jonathan caouette;http://dbpedia.org/ontology/director
Which language is the film vindication in;http://dbpedia.org/ontology/language
which band from austin ended up signing with universal music group;http://dbpedia.org/ontology/recordLabel
What football position was behrang safari play;http://dbpedia.org/ontology/position
what kind of music does maggie bell play;http://dbpedia.org/ontology/genre
Which position does mehmet aurelio play;http://dbpedia.org/ontology/position
where is darya poverennova from;http://dbpedia.org/ontology/birthPlace
who wrote the composition i am a lonesome hobo;http://dbpedia.org/ontology/writer
what label does the artist  susan tedeschi record under;http://dbpedia.org/ontology/recordLabel
what was john c. clark's place of birth;http://dbpedia.org/ontology/birthPlace
whats the genre of the ablum giant robot;http://dbpedia.org/ontology/genre
What position does barry zito play?;http://dbpedia.org/ontology/position
Which position is played by luis Angel mendoza in football;http://dbpedia.org/ontology/position
what is raynald denoueix's place of birth?;http://dbpedia.org/ontology/birthPlace
What's a motion picture that alexander hall directed;http://dbpedia.org/ontology/director
Where was Olivier Da Lage born?;http://dbpedia.org/ontology/birthPlace
Where was borys szyc born;http://dbpedia.org/ontology/birthPlace
what book is by philip jones griffiths?;http://dbpedia.org/ontology/author
which country was aaron harrison born;http://dbpedia.org/ontology/birthPlace
what kinds of videogame is zendoku;http://dbpedia.org/ontology/genre
name a folk rock album;http://dbpedia.org/ontology/genre
charlie furbush is what type of baseball player;http://dbpedia.org/ontology/position
where did the artist micky & the motorcars originate;http://dbpedia.org/ontology/hometown
Name a techno artist.;http://dbpedia.org/ontology/genre
which actor what born in saskatoon;http://dbpedia.org/ontology/birthPlace
What language is the film baat ek raat ki in?;http://dbpedia.org/ontology/language
what language does sugathakumari speak;http://dbpedia.org/ontology/language
What's a notable science fiction book;http://dbpedia.org/ontology/literaryGenre
what world press photo award winner was born in buenos aires;http://dbpedia.org/ontology/birthPlace
which US city is james adkisson from;http://dbpedia.org/ontology/birthPlace
what's an album under the noise pop genre;http://dbpedia.org/ontology/genre
what genre is once in a livetime;http://dbpedia.org/ontology/genre
which tourist attractions are located near san luis obispo?;http://dbpedia.org/ontology/location
What is the kind of music that savoy brown makes;http://dbpedia.org/ontology/genre
where was miroslav holub born;http://dbpedia.org/ontology/birthPlace
What is the original language of the book the body artist;http://dbpedia.org/ontology/language
What sort of music is on the album feel it;http://dbpedia.org/ontology/genre
Which time zone is mcgregor township apart of?;http://dbpedia.org/ontology/timeZone
who is the transgendered person from bowral, new south wales;http://dbpedia.org/ontology/birthPlace
what label is the artist  alter bridge from;http://dbpedia.org/ontology/recordLabel
what type of music does out of eden play;http://dbpedia.org/ontology/genre
What language is the film the great gambler in;http://dbpedia.org/ontology/language
who wrote the year of the death of ricardo reis;http://dbpedia.org/ontology/author
Where did jack evans die?;http://dbpedia.org/ontology/deathPlace
Who is a person born in munich;http://dbpedia.org/ontology/birthPlace
who is an artist with blue note records?;http://dbpedia.org/ontology/recordLabel
where did william stephens smith pass away;http://dbpedia.org/ontology/deathPlace
which actor was born in rome;http://dbpedia.org/ontology/birthPlace
what time zone encompasses coweta;http://dbpedia.org/ontology/timeZone
what film did james woods produce;http://dbpedia.org/ontology/producer
what was misko kranjec's place of death;http://dbpedia.org/ontology/deathPlace
Which tv program is in the miniseries genre?;http://dbpedia.org/ontology/genre
what is jack chalmers's place of birth?;http://dbpedia.org/ontology/birthPlace
where was bassel bawji born?;http://dbpedia.org/ontology/birthPlace
Which type of music is soledad pastorutti known for;http://dbpedia.org/ontology/genre
Who is a person born in london;http://dbpedia.org/ontology/birthPlace
which compositions has chaz jankel composed;http://dbpedia.org/ontology/writer
which city in illinois was jay rosenberg born in;http://dbpedia.org/ontology/birthPlace
Who is someone born in cleveland, ohio;http://dbpedia.org/ontology/birthPlace
what position does  cho yong-hyung play;http://dbpedia.org/ontology/position
what position does bryan thomas (american football) play;http://dbpedia.org/ontology/position
What's a book that deals with philosophy;http://dbpedia.org/ontology/literaryGenre
What genre is neskimos;http://dbpedia.org/ontology/genre
which film was directed by rainer werner fassbinder;http://dbpedia.org/ontology/director
what kind of musical album was the godfather;http://dbpedia.org/ontology/genre
What is a cartoon that jeff smith (cartoonist) had written;http://dbpedia.org/ontology/author
where was william cahoon given birth;http://dbpedia.org/ontology/birthPlace
Which genre of music is off the album love, war, and the ghost of whitey ford;http://dbpedia.org/ontology/genre
What is the position of thomas seidelin in football;http://dbpedia.org/ontology/position
Where was paul tyler born;http://dbpedia.org/ontology/birthPlace
which time zone is gum springs, arkansas in;http://dbpedia.org/ontology/timeZone
Which language is the film soodhu kavvum in;http://dbpedia.org/ontology/language
what baseball position does ryuma kidokoro play;http://dbpedia.org/ontology/position
what album contains pop music;http://dbpedia.org/ontology/genre
what kind of music is found on it's hard;http://dbpedia.org/ontology/genre
where did kim nam-il originate from;http://dbpedia.org/ontology/birthPlace
which group is signed to the warner bros. records;http://dbpedia.org/ontology/recordLabel
what artist plays the genre rock music;http://dbpedia.org/ontology/genre
which city was joe flanigan born;http://dbpedia.org/ontology/birthPlace
Who produced the film across the heart;http://dbpedia.org/ontology/producer
What is a rock music artist?;http://dbpedia.org/ontology/genre
what's the name of a prominent performer of progressive rock;http://dbpedia.org/ontology/genre
Which label is the artist jim noir associated with;http://dbpedia.org/ontology/recordLabel
What is a good example of a rock music album;http://dbpedia.org/ontology/genre
What is a film that was written by sam raimi?;http://dbpedia.org/ontology/writer
What is Akram Moghrabi's position in soccer?;http://dbpedia.org/ontology/position
What is the  genre of the album independent?;http://dbpedia.org/ontology/genre
where is the ralph johnson bunche house located;http://dbpedia.org/ontology/location
What style music does crabby appleton record?;http://dbpedia.org/ontology/genre
which position does shawn loiseau play;http://dbpedia.org/ontology/position
What is the nationality of radner muratov?;http://dbpedia.org/ontology/birthPlace
who is the fbi translator born in iran?;http://dbpedia.org/ontology/birthPlace
What florida music group is signed by morr music?;http://dbpedia.org/ontology/recordLabel
what label is joe inoue signed to;http://dbpedia.org/ontology/recordLabel
What's an example of a parody game;http://dbpedia.org/ontology/genre
Where was itimi dickson birthed;http://dbpedia.org/ontology/birthPlace
which artist is under island records?;http://dbpedia.org/ontology/recordLabel
what is  frank grays football position;http://dbpedia.org/ontology/position
who was born in giza;http://dbpedia.org/ontology/birthPlace
What is the name of a famous gospel music group from Georgia?;http://dbpedia.org/ontology/genre
Who wrote the book bee season;http://dbpedia.org/ontology/author
who produced when time ran out;http://dbpedia.org/ontology/producer
which baseball position does hector noesi play;http://dbpedia.org/ontology/position
who directed the film summer in the city;http://dbpedia.org/ontology/director
who produced the film isadora;http://dbpedia.org/ontology/producer
which film did the writer blake edwards do?;http://dbpedia.org/ontology/writer
who wrote the film young triffie?;http://dbpedia.org/ontology/writer
what position does reggie rembert play;http://dbpedia.org/ontology/position
who produced the great who-dood-it;http://dbpedia.org/ontology/producer
what genre is the cutting room?;http://dbpedia.org/ontology/literaryGenre
what football position is tyler hansen play at?;http://dbpedia.org/ontology/position
robert palmer  wrote what lyrics;http://dbpedia.org/ontology/writer
what films did lucien hubbard write?;http://dbpedia.org/ontology/writer
What's a melodic death metal album by soilwork;http://dbpedia.org/ontology/genre
Name a progressive house artist;http://dbpedia.org/ontology/genre
what book did tristan taormino write?;http://dbpedia.org/ontology/author
what type of must does dave brubeck play;http://dbpedia.org/ontology/genre
What is the name of an album of punk rock music?;http://dbpedia.org/ontology/genre
what is the name of a indie pop artist;http://dbpedia.org/ontology/genre
what is sasa ivanovic's football position;http://dbpedia.org/ontology/position
which funk artists are from new jersey?;http://dbpedia.org/ontology/genre
where was bridget of york born;http://dbpedia.org/ontology/birthPlace
which 1930 novel is written by leslie charteris?;http://dbpedia.org/ontology/literaryGenre
which city did frazier thomas die;http://dbpedia.org/ontology/deathPlace
who produced white house down?;http://dbpedia.org/ontology/producer
what kind of music does robert deleo make;http://dbpedia.org/ontology/genre
Which city did victor hugo de azevedo coutinho die in;http://dbpedia.org/ontology/deathPlace
name an artist who records under polydor records;http://dbpedia.org/ontology/recordLabel
What genre of music is a secret place;http://dbpedia.org/ontology/genre
Name a composition of roger mcguinn;http://dbpedia.org/ontology/writer
what type of album is aqua;http://dbpedia.org/ontology/genre
what is a fictional book?;http://dbpedia.org/ontology/literaryGenre
which artist is featured on smells like records;http://dbpedia.org/ontology/recordLabel
Where was steve nelson born?;http://dbpedia.org/ontology/birthPlace
what movie did carlos reygadas produce;http://dbpedia.org/ontology/producer
who produced the pacifier;http://dbpedia.org/ontology/producer
Where did rian james;http://dbpedia.org/ontology/deathPlace
Name a person born in cairo.;http://dbpedia.org/ontology/birthPlace
what to the fengu people speak;http://dbpedia.org/ontology/language
Name an Australian academic born in melbourne;http://dbpedia.org/ontology/birthPlace
which genre is the album electronic eden;http://dbpedia.org/ontology/genre
who directed the movie nicholas nickleby;http://dbpedia.org/ontology/director
which position in football didi mauricio alpizar played?;http://dbpedia.org/ontology/position
where was kiro gligorov born;http://dbpedia.org/ontology/birthPlace
which genre is when the people fell;http://dbpedia.org/ontology/literaryGenre
which asian language was the show the firm spoken in?;http://dbpedia.org/ontology/language
Where did saheb qiblah fultali die?;http://dbpedia.org/ontology/deathPlace
what county is fort randall a part of;http://dbpedia.org/ontology/location
Where was patrick j. verschoore's place of birth?;http://dbpedia.org/ontology/birthPlace
what films have hideaki anno written?;http://dbpedia.org/ontology/writer
what city was jim mckay born in;http://dbpedia.org/ontology/birthPlace
what is ray krocs place of birth;http://dbpedia.org/ontology/birthPlace
what is a country rock album by willie nelson;http://dbpedia.org/ontology/genre
Name a third-person shooter game;http://dbpedia.org/ontology/genre
what kind of music is on punk goes pop 3?;http://dbpedia.org/ontology/genre
Who is an individual that was born in paris;http://dbpedia.org/ontology/birthPlace
where did russell hitchcock originate from;http://dbpedia.org/ontology/hometown
what musical work did michael stipe write lyrics for;http://dbpedia.org/ontology/writer
which perfume inventor was born in moscow?;http://dbpedia.org/ontology/birthPlace
where in somolia did simmon latutin die;http://dbpedia.org/ontology/deathPlace
where was tanni grey-thompson born;http://dbpedia.org/ontology/birthPlace
in what time zone is wanamingo located;http://dbpedia.org/ontology/timeZone
What language is spoken in the film a summer in la goulette;http://dbpedia.org/ontology/language
what type of game is zatch bell! mamodo fury;http://dbpedia.org/ontology/genre
who was the director of the film sugar daddies;http://dbpedia.org/ontology/director
Who was the executive producer of the film wendy and lucy;http://dbpedia.org/ontology/producer
what is an album title that is jazz fusion;http://dbpedia.org/ontology/genre
What is the nationality of oleh shelayev?;http://dbpedia.org/ontology/birthPlace
What genre of music does joel madden make?;http://dbpedia.org/ontology/genre
Who wrote the cruelest month;http://dbpedia.org/ontology/author
Who wrote the film thunderbolt and lightfoot?;http://dbpedia.org/ontology/writer
who was the author of the dead father;http://dbpedia.org/ontology/author
who produced the film a farewell to arms?;http://dbpedia.org/ontology/producer
what kind of music does dark age make?;http://dbpedia.org/ontology/genre
what genre of video game is tag team match: muscle;http://dbpedia.org/ontology/genre
what artist is on the grp records label?;http://dbpedia.org/ontology/recordLabel
which music genre is wow next 2007;http://dbpedia.org/ontology/genre
what is a reality television program?;http://dbpedia.org/ontology/genre
What type of music does failsafemusic play?;http://dbpedia.org/ontology/genre
what is an album of the genre hardcore punk?;http://dbpedia.org/ontology/genre
Which television screenwriter was born in skokie?;http://dbpedia.org/ontology/birthPlace
where is rock kills kid from;http://dbpedia.org/ontology/hometown
Where was abdoh otaif born?;http://dbpedia.org/ontology/birthPlace
Name a fiction book.;http://dbpedia.org/ontology/literaryGenre
Who directed footloose (1984 film);http://dbpedia.org/ontology/director
the the mofo project/object album contains what kind of music?;http://dbpedia.org/ontology/genre
what is a suspense book;http://dbpedia.org/ontology/literaryGenre
Who is a person that was born in new lexington;http://dbpedia.org/ontology/birthPlace
What kind of rock does battles (band) play;http://dbpedia.org/ontology/genre
Name an album from the heavy metal genre;http://dbpedia.org/ontology/genre
Which city did jack burdock die in;http://dbpedia.org/ontology/deathPlace
What is a composition that was created by van morrison?;http://dbpedia.org/ontology/writer
Where did abdullah al-harari die;http://dbpedia.org/ontology/deathPlace
what kind of music does caravan palace play?;http://dbpedia.org/ontology/genre
what is the place where donal macintyre was born;http://dbpedia.org/ontology/birthPlace
What type of music is on the crash and burn album;http://dbpedia.org/ontology/genre
who wrote the composition somewhere out there;http://dbpedia.org/ontology/writer
where was andrew buchan born;http://dbpedia.org/ontology/birthPlace
where is cmx originally from;http://dbpedia.org/ontology/hometown
where exactly was bill treacher born;http://dbpedia.org/ontology/birthPlace
what album is a type of americana (music)?;http://dbpedia.org/ontology/genre
what music genre does thelonious monk make?;http://dbpedia.org/ontology/genre
what city and state was chris ray born in/;http://dbpedia.org/ontology/birthPlace
what's one song that fran walsh wrote the lyrics for;http://dbpedia.org/ontology/writer
what city and state did  richard k. sorenson die;http://dbpedia.org/ontology/deathPlace
who was birthed in clearwater;http://dbpedia.org/ontology/birthPlace
Which soccer position does ben purkiss play;http://dbpedia.org/ontology/position
who produced the film janumada jodi?;http://dbpedia.org/ontology/producer
who is a goaltender?;http://dbpedia.org/ontology/position
What's a horror series broadcast on cbs?;http://dbpedia.org/ontology/genre
What is vanilla ninja's label?;http://dbpedia.org/ontology/recordLabel
Which position does luis hernan mosquera play;http://dbpedia.org/ontology/position
what kind of music is esin engin's under;http://dbpedia.org/ontology/genre
who wrote bridesmaids;http://dbpedia.org/ontology/writer
Name someone who was born in manhattan;http://dbpedia.org/ontology/birthPlace
what types of movie is call me;http://dbpedia.org/ontology/genre
Who was the producer for mike nichols;http://dbpedia.org/ontology/producer
what type of book is finch;http://dbpedia.org/ontology/literaryGenre
who is an artist signed to sony bmg music entertainment;http://dbpedia.org/ontology/recordLabel
where did ulu grosbard die;http://dbpedia.org/ontology/deathPlace
Who played the position of defenceman (ice hockey)?;http://dbpedia.org/ontology/position
What did mike patton write the lyrics for?;http://dbpedia.org/ontology/writer
what artist makes dance music?;http://dbpedia.org/ontology/genre
who is the label that carmen consoli is under;http://dbpedia.org/ontology/recordLabel
Which state is the edisen fishery located in;http://dbpedia.org/ontology/location
The album soul to soul is considered to be in which genre?;http://dbpedia.org/ontology/genre
what type of music is jewelry box?;http://dbpedia.org/ontology/genre
what kind of music is phil roy known for;http://dbpedia.org/ontology/genre
what city is in the pacific time zone;http://dbpedia.org/ontology/timeZone
Where was sean mcclory born;http://dbpedia.org/ontology/birthPlace
Which tv and film editors were born in los angeles;http://dbpedia.org/ontology/birthPlace
Which city did stark young die in;http://dbpedia.org/ontology/deathPlace
where did dominik brunner die?;http://dbpedia.org/ontology/deathPlace
from what rumanian city is alin litu from;http://dbpedia.org/ontology/birthPlace
What is the music genre of the album humpty dumpty lsd?;http://dbpedia.org/ontology/genre
which film was written by pat proft?;http://dbpedia.org/ontology/writer
where did edme mentelle's death occur;http://dbpedia.org/ontology/deathPlace
What is the name of a strategy video game?;http://dbpedia.org/ontology/genre
What is peter burgstaller's position;http://dbpedia.org/ontology/position
which city did akseli gallen-kallela die;http://dbpedia.org/ontology/deathPlace
what artist makes psychedelic rock music?;http://dbpedia.org/ontology/genre
Who was the executive producer for the film stage fright?;http://dbpedia.org/ontology/producer
Who created the story of the fine art of love?;http://dbpedia.org/ontology/writer
Who was basel born;http://dbpedia.org/ontology/birthPlace
what type of book is the judas pair;http://dbpedia.org/ontology/literaryGenre
Who is a reggae fusion artist?;http://dbpedia.org/ontology/genre
what is a composition composed by cole porter?;http://dbpedia.org/ontology/writer
What kind of album is the barn sessions;http://dbpedia.org/ontology/genre
Name a film produced by lawrence gordon (producer).;http://dbpedia.org/ontology/producer
what city was marie hall ets born in;http://dbpedia.org/ontology/birthPlace
what was charles upham's place of birth;http://dbpedia.org/ontology/birthPlace
which genre does the artist marc cohn perform in;http://dbpedia.org/ontology/genre
Who is the lyricist from the song good morning;http://dbpedia.org/ontology/writer
Who was someone that was born in osijek?;http://dbpedia.org/ontology/birthPlace
what is a 1976 soul music album;http://dbpedia.org/ontology/genre
gattman is in which time zone;http://dbpedia.org/ontology/timeZone
Is nascar: crank it up a hard rock album or a rap album;http://dbpedia.org/ontology/genre
Name a pop music album.;http://dbpedia.org/ontology/genre
who is an artist signed to emi;http://dbpedia.org/ontology/recordLabel
what was alexander buttner's place of birth;http://dbpedia.org/ontology/birthPlace
where was jean monier born;http://dbpedia.org/ontology/birthPlace
what person was born in singapore?;http://dbpedia.org/ontology/birthPlace
which book is fiction;http://dbpedia.org/ontology/literaryGenre
Name a film actor born in new york city;http://dbpedia.org/ontology/birthPlace
Which position did raphael maitimo play in?;http://dbpedia.org/ontology/position
Which label is the artist supernaut on;http://dbpedia.org/ontology/recordLabel
which country is stephen cullen carpenter from;http://dbpedia.org/ontology/birthPlace
What kind of music does mike skinner perform?;http://dbpedia.org/ontology/genre
where was michael pinnella was;http://dbpedia.org/ontology/birthPlace
What is omer fattah hussain's birth place;http://dbpedia.org/ontology/birthPlace
Name a tourist attraction in vienna.;http://dbpedia.org/ontology/location
who was triplet trouble directed by;http://dbpedia.org/ontology/director
what position does christian gross;http://dbpedia.org/ontology/position
who wrote the film  escapade;http://dbpedia.org/ontology/writer
what book has laura ingalls wilder written;http://dbpedia.org/ontology/author
which football position is kenneth sola charged of;http://dbpedia.org/ontology/position
Name a program in the fantasy genre;http://dbpedia.org/ontology/genre
What style of music is the album street corner talking?;http://dbpedia.org/ontology/genre
what was Gan anton vassallo's place of birth;http://dbpedia.org/ontology/birthPlace
What is the nationality of marek bazik?;http://dbpedia.org/ontology/birthPlace
What type of series is the young riders?;http://dbpedia.org/ontology/genre
Where did muhammad juman die?;http://dbpedia.org/ontology/deathPlace
Who directed the movie king?;http://dbpedia.org/ontology/director
what artists play nu metal music?;http://dbpedia.org/ontology/genre
Who is a well known electronic dance music artist;http://dbpedia.org/ontology/genre
Which position did former baseball player scott coolbaugh play?;http://dbpedia.org/ontology/position
What genre is superpop venezuela?;http://dbpedia.org/ontology/genre
Name a person born in wilmington.;http://dbpedia.org/ontology/birthPlace
who produced blue valentine;http://dbpedia.org/ontology/producer
who directed music and lyrics;http://dbpedia.org/ontology/director
where was k. c. irving born;http://dbpedia.org/ontology/birthPlace
where was bianca chiminello born;http://dbpedia.org/ontology/birthPlace
what song did keith relf  write;http://dbpedia.org/ontology/writer
name the place where john mica  was born;http://dbpedia.org/ontology/birthPlace
what time zone is burdett in?;http://dbpedia.org/ontology/timeZone
What language is spoken on baltic robinson;http://dbpedia.org/ontology/language
what was david m. ronne's place of death?;http://dbpedia.org/ontology/deathPlace
where in the world did ian gow die;http://dbpedia.org/ontology/deathPlace
What genre of music is maschera?;http://dbpedia.org/ontology/genre
what is the genre of game of thrones;http://dbpedia.org/ontology/genre
what is the nationality of liu liyang?;http://dbpedia.org/ontology/hometown
What genre of book is the blind man of seville;http://dbpedia.org/ontology/literaryGenre
Which actor was born in beaverton?;http://dbpedia.org/ontology/birthPlace
Who is a notable first baseman;http://dbpedia.org/ontology/position
who composed shade;http://dbpedia.org/ontology/writer
Which record label are the dells on?;http://dbpedia.org/ontology/recordLabel
where was ferenc szabo born at?;http://dbpedia.org/ontology/birthPlace
who wrote the story for the film patton (film)?;http://dbpedia.org/ontology/writer
which record label does tommy roe belong to?;http://dbpedia.org/ontology/recordLabel
under what label is adassa managed;http://dbpedia.org/ontology/recordLabel
richard fleischer was the director of what film;http://dbpedia.org/ontology/director
what kind of musician was keith emerson;http://dbpedia.org/ontology/genre
Name a funk album released in 2007 by a Dutch saxophonist.;http://dbpedia.org/ontology/genre
What work was written by luis de camoes;http://dbpedia.org/ontology/author
what is a book in the genre of science fiction;http://dbpedia.org/ontology/literaryGenre
What genre does the album eat me, drink me exhibit;http://dbpedia.org/ontology/genre
what's the best description of cathy dennis's music;http://dbpedia.org/ontology/genre
What is the genre of the music artist mamadee?;http://dbpedia.org/ontology/genre
What is an album of death metal?;http://dbpedia.org/ontology/genre
what is a book within the fantasy literary genre;http://dbpedia.org/ontology/literaryGenre
What is the nationality of jade macrae;http://dbpedia.org/ontology/hometown
where was caspar david friedrich born at?;http://dbpedia.org/ontology/birthPlace
What genre is paddy keenan?;http://dbpedia.org/ontology/genre
Which country did giorgio da sebenico come from;http://dbpedia.org/ontology/birthPlace
which position does w. g. richardson play;http://dbpedia.org/ontology/position
Name a film directed by william hanna;http://dbpedia.org/ontology/director
what genre of music does artist ximena sarinana create;http://dbpedia.org/ontology/genre
what's the name of the label russell mael's signed to;http://dbpedia.org/ontology/recordLabel
Where did mischa spoliansky die;http://dbpedia.org/ontology/deathPlace
which song was written by robert palmer;http://dbpedia.org/ontology/writer
what type of music is world mix;http://dbpedia.org/ontology/genre
who was the author of komarr;http://dbpedia.org/ontology/author
What is a film that was directed by anand patwardhan?;http://dbpedia.org/ontology/director
Who's an american musician that writes hip hop music;http://dbpedia.org/ontology/genre
where in russia was  valentin lebedev born;http://dbpedia.org/ontology/birthPlace
who was born in ogden;http://dbpedia.org/ontology/birthPlace
What kind of music is en la madrugada se fue;http://dbpedia.org/ontology/genre
Where is haru kuroki from;http://dbpedia.org/ontology/birthPlace
Which artist is a part of the capitol records record label?;http://dbpedia.org/ontology/recordLabel
What is the nationality of steve antin?;http://dbpedia.org/ontology/birthPlace
what film did lee mendelson produce;http://dbpedia.org/ontology/producer
what genre is major/minor;http://dbpedia.org/ontology/genre
what was written by j. r. r. tolkien;http://dbpedia.org/ontology/author
what genre is the book tarzan triumphant;http://dbpedia.org/ontology/literaryGenre
what position does erwin sanchez play;http://dbpedia.org/ontology/position
Which country did anthony acid have nationality in;http://dbpedia.org/ontology/hometown
what is norberto aroldi's nationality?;http://dbpedia.org/ontology/birthPlace
which baseball position is jacque jones charged of;http://dbpedia.org/ontology/position
What Italian fashion model was born in pompei?;http://dbpedia.org/ontology/birthPlace
what compositions have bernie taupin made?;http://dbpedia.org/ontology/writer
what is a smooth jazz album?;http://dbpedia.org/ontology/genre
What time zone is used in flensburg;http://dbpedia.org/ontology/timeZone
Which genre of music does ardian bujupi perform?;http://dbpedia.org/ontology/genre
who is a dub artist?;http://dbpedia.org/ontology/genre
what country is martin larsson from;http://dbpedia.org/ontology/birthPlace
Where in maryland did john thomson mason, jr. die;http://dbpedia.org/ontology/deathPlace
