question;predicate
what time zone is lakes a part of;http://dbpedia.org/ontology/timeZone
Where was donovan simmonds's place of birth?;http://dbpedia.org/ontology/birthPlace
what is a rock and roll album;http://dbpedia.org/ontology/genre
Which city broadcasts kvea radio;http://dbpedia.org/ontology/location
which perfume inventor was born in moscow?;http://dbpedia.org/ontology/birthPlace
what song did ian paice write lyrics for?;http://dbpedia.org/ontology/writer
what time zone is diamond city found in;http://dbpedia.org/ontology/timeZone
What sort of show is taking the flak;http://dbpedia.org/ontology/genre
what types of music is played by xandee;http://dbpedia.org/ontology/genre
What style of music does leonard zhakata play?;http://dbpedia.org/ontology/genre
which city did sergey yablonsky die;http://dbpedia.org/ontology/deathPlace
What's a tv episode written by bob mosher;http://dbpedia.org/ontology/writer
Where was neal c. wilson born?;http://dbpedia.org/ontology/birthPlace
Where did frank burton ellis die?;http://dbpedia.org/ontology/deathPlace
who composed flying;http://dbpedia.org/ontology/writer
Where was nadine chandrawinata born;http://dbpedia.org/ontology/birthPlace
where is zoltan Agh born;http://dbpedia.org/ontology/birthPlace
where was david armstrong born;http://dbpedia.org/ontology/birthPlace
what is the name of a alternative rock album;http://dbpedia.org/ontology/genre
what genre of music was exhibited by the album cry for you;http://dbpedia.org/ontology/genre
who wrote path of hope;http://dbpedia.org/ontology/writer
Where was walter mischel born?;http://dbpedia.org/ontology/birthPlace
what style of music is theo tams;http://dbpedia.org/ontology/genre
Name someone who was born in douala;http://dbpedia.org/ontology/birthPlace
what type of album is pieces of you;http://dbpedia.org/ontology/genre
who was born in pistoia?;http://dbpedia.org/ontology/birthPlace
who was a pitcher for the reds and from st. johnsbury;http://dbpedia.org/ontology/birthPlace
which film is steve niles a story contributor;http://dbpedia.org/ontology/writer
what is the name of a blues-rock artist;http://dbpedia.org/ontology/genre
where is covington house located;http://dbpedia.org/ontology/location
What is an Italian province located in central european time zone?;http://dbpedia.org/ontology/timeZone
What is the time zone for clifton hill?;http://dbpedia.org/ontology/timeZone
which city did ivan kireyevsky die;http://dbpedia.org/ontology/deathPlace
what type of music is chim chim's badass revenge;http://dbpedia.org/ontology/genre
what kind of game is hail to the chimp;http://dbpedia.org/ontology/genre
Name an action game.;http://dbpedia.org/ontology/genre
in what time zone is barnesville located;http://dbpedia.org/ontology/timeZone
what tv show is a  interactive television genre;http://dbpedia.org/ontology/genre
what type of music is on the album winterwunderland;http://dbpedia.org/ontology/genre
what type of music is now soldiers;http://dbpedia.org/ontology/genre
what type of music is elephant jokes;http://dbpedia.org/ontology/genre
what artist makes dance music?;http://dbpedia.org/ontology/genre
what kind of music is on duster?;http://dbpedia.org/ontology/genre
what kind of music is ruiner (australian tour edition);http://dbpedia.org/ontology/genre
Where did r. c. sherriff die?;http://dbpedia.org/ontology/deathPlace
where is saint john's evangelical lutheran church;http://dbpedia.org/ontology/location
what city did tom patterson die in;http://dbpedia.org/ontology/deathPlace
What music genre is Steve Swallow?;http://dbpedia.org/ontology/genre
Where did louis handley die?;http://dbpedia.org/ontology/deathPlace
the album human being features music from what genre;http://dbpedia.org/ontology/genre
whats the name of a rock music musician;http://dbpedia.org/ontology/genre
who are examples of progressive rock artists;http://dbpedia.org/ontology/genre
what kind of music is watts happening;http://dbpedia.org/ontology/genre
What sort of tv show is my favorite fairy tales;http://dbpedia.org/ontology/genre
who is an artist that creates power metal music;http://dbpedia.org/ontology/genre
what genre is the tv show la femme nikita;http://dbpedia.org/ontology/genre
what type of music does evan parker play;http://dbpedia.org/ontology/genre
what kind of music does danarhall perform;http://dbpedia.org/ontology/genre
what is a rock music album;http://dbpedia.org/ontology/genre
what music was composed by  ric ocasek;http://dbpedia.org/ontology/writer
Name a Daily Show writer born in new york city.;http://dbpedia.org/ontology/birthPlace
what genre of music does clarknova perform;http://dbpedia.org/ontology/genre
what lyrics did  brian may write;http://dbpedia.org/ontology/writer
Where did marjorie tipping die;http://dbpedia.org/ontology/birthPlace
What time zone does st. lawrence township use;http://dbpedia.org/ontology/timeZone
what is the birth place of  peter herdic;http://dbpedia.org/ontology/birthPlace
what kind of music does the ocean blue make?;http://dbpedia.org/ontology/genre
what is an example of a  speed metal album;http://dbpedia.org/ontology/genre
What location is contained within the jotunheimen?;http://dbpedia.org/ontology/location
Name an album from the heavy metal genre;http://dbpedia.org/ontology/genre
what musical genre is  chromeo known for;http://dbpedia.org/ontology/genre
Where is the birth place of vivian dandridge;http://dbpedia.org/ontology/birthPlace
where was s. e. hinton born;http://dbpedia.org/ontology/birthPlace
in which time zone is jonestown located;http://dbpedia.org/ontology/timeZone
Where was clint gosling born;http://dbpedia.org/ontology/birthPlace
Where did vladko macek die;http://dbpedia.org/ontology/deathPlace
What is the title of a reality television show?;http://dbpedia.org/ontology/genre
which tv show is of the genre crime fiction;http://dbpedia.org/ontology/genre
what kind of music does prudence johnson play;http://dbpedia.org/ontology/genre
who was born in fort yukon;http://dbpedia.org/ontology/birthPlace
what type of music is on git;http://dbpedia.org/ontology/genre
what was the place of birth for james jackman;http://dbpedia.org/ontology/birthPlace
What is a tv program that is a documentary film?;http://dbpedia.org/ontology/genre
where is edmund de wind place of birth;http://dbpedia.org/ontology/birthPlace
what type of music is god is greater than man;http://dbpedia.org/ontology/genre
which artist creates heavy metal music;http://dbpedia.org/ontology/genre
What type of software is unity considered to be;http://dbpedia.org/ontology/genre
where was jon koncak given birth;http://dbpedia.org/ontology/birthPlace
what type of music is on phoenix?;http://dbpedia.org/ontology/genre
what type of music does jimmy webb make;http://dbpedia.org/ontology/genre
where was gabriel kolko born;http://dbpedia.org/ontology/birthPlace
What is the name of a person that was born in miami;http://dbpedia.org/ontology/birthPlace
which city did wilhelm windelband pass away in;http://dbpedia.org/ontology/deathPlace
where was 2 cold scorpio born;http://dbpedia.org/ontology/birthPlace
Where is the birthplace of isaac burns murphy?;http://dbpedia.org/ontology/birthPlace
what types of music is played in jimmarcus;http://dbpedia.org/ontology/genre
What is the name of a post-punk genre album;http://dbpedia.org/ontology/genre
what tourist attraction is in revelstoke;http://dbpedia.org/ontology/location
What is the great khali's ethnicity?;http://dbpedia.org/ontology/genre
What kind of television is early today;http://dbpedia.org/ontology/genre
What kind of music is played on songs our daddy taught us;http://dbpedia.org/ontology/genre
where was franz van stampart born?;http://dbpedia.org/ontology/birthPlace
which singles did tommy ramone compose?;http://dbpedia.org/ontology/writer
which city did herb hall pass away;http://dbpedia.org/ontology/deathPlace
what city was francisco javier alegre born;http://dbpedia.org/ontology/birthPlace
where in japan was tsunamasa shidei born in?;http://dbpedia.org/ontology/birthPlace
where did richard a. gardner die?;http://dbpedia.org/ontology/deathPlace
In what American county and state was joseph beal steere born;http://dbpedia.org/ontology/birthPlace
what lake is located in the alaska time zone;http://dbpedia.org/ontology/timeZone
which game is first-person shooter;http://dbpedia.org/ontology/genre
Whats the name of an acoustic music artist;http://dbpedia.org/ontology/genre
Who was born in belle fourche?;http://dbpedia.org/ontology/birthPlace
what kind of music is on rain in hell;http://dbpedia.org/ontology/genre
Which episodes of prime suspect did alexandra cunningham write?;http://dbpedia.org/ontology/writer
what is artist that sings pop music;http://dbpedia.org/ontology/genre
where was emin imamaliev born;http://dbpedia.org/ontology/birthPlace
what type of music does kassav perform?;http://dbpedia.org/ontology/genre
which song did brad delson write the lyrics for;http://dbpedia.org/ontology/writer
what aviator was born in los angeles;http://dbpedia.org/ontology/birthPlace
what american thinker was born in reno, nevada;http://dbpedia.org/ontology/birthPlace
where was krust born;http://dbpedia.org/ontology/birthPlace
where did anton hay begin his or her life;http://dbpedia.org/ontology/birthPlace
What musical style is the album merry christmas to you?;http://dbpedia.org/ontology/genre
whats salem's time zone;http://dbpedia.org/ontology/timeZone
where was adele goldberg born;http://dbpedia.org/ontology/birthPlace
Who is someone born in faro;http://dbpedia.org/ontology/birthPlace
Name a location in the mountain time zone;http://dbpedia.org/ontology/timeZone
where did george hendrik breitner die;http://dbpedia.org/ontology/deathPlace
Who was born in khartoum?;http://dbpedia.org/ontology/birthPlace
An example of punk rock is what artist?;http://dbpedia.org/ontology/genre
what song did cheryl wheeler write lyrics for?;http://dbpedia.org/ontology/writer
where was kai hansen born in?;http://dbpedia.org/ontology/birthPlace
is highly refined pirates a post-rock album;http://dbpedia.org/ontology/genre
What is an album of the alternative rock genre?;http://dbpedia.org/ontology/genre
what type of music does may alix make;http://dbpedia.org/ontology/genre
what genre is so romantic;http://dbpedia.org/ontology/genre
Where in the US was michael nichols born;http://dbpedia.org/ontology/birthPlace
whois an experimental music artist;http://dbpedia.org/ontology/genre
Name a famous person born in birkenhead;http://dbpedia.org/ontology/birthPlace
Name an art rock artist.;http://dbpedia.org/ontology/genre
who is a person born in jacksonville, florida?;http://dbpedia.org/ontology/birthPlace
what album is a type of dance-pop music?;http://dbpedia.org/ontology/genre
What genre is the artist emilie autumn associated with;http://dbpedia.org/ontology/genre
Name someone born in new london, connecticut;http://dbpedia.org/ontology/birthPlace
What style of music is the album super eurobeat presents euro every little thing?;http://dbpedia.org/ontology/genre
where was paola igliori born?;http://dbpedia.org/ontology/birthPlace
What US city is guilford located?;http://dbpedia.org/ontology/location
Who wrote the film mississippi burning;http://dbpedia.org/ontology/writer
where is the place of death of ella cora hind?;http://dbpedia.org/ontology/deathPlace
where is the city of versailles located;http://dbpedia.org/ontology/location
what genre is fe;http://dbpedia.org/ontology/genre
what city did orhan die;http://dbpedia.org/ontology/deathPlace
What type of musical style does beverley mitchell play?;http://dbpedia.org/ontology/genre
what movie did edward anhalt write?;http://dbpedia.org/ontology/writer
what type of music is kakusei;http://dbpedia.org/ontology/genre
which time zone does sprott fall in;http://dbpedia.org/ontology/timeZone
Where was j. doyne farmer born?;http://dbpedia.org/ontology/birthPlace
What actor was born in lodz;http://dbpedia.org/ontology/birthPlace
What kind of music is featured on please don't touch!;http://dbpedia.org/ontology/genre
what was alexander buttner's place of birth;http://dbpedia.org/ontology/birthPlace
where did timothy o. howe die in the united states;http://dbpedia.org/ontology/deathPlace
what type of musical genre is emotional;http://dbpedia.org/ontology/genre
What time zone does denizli fall in?;http://dbpedia.org/ontology/timeZone
Model hiromi oshima was born in this large city in Japan.;http://dbpedia.org/ontology/birthPlace
What is the name of a folk music genre;http://dbpedia.org/ontology/genre
what type a subgenre of rock music does the monster magnet play;http://dbpedia.org/ontology/genre
What was the nationality of stephan beckenbauer;http://dbpedia.org/ontology/birthPlace
extradition order  performs what music type;http://dbpedia.org/ontology/genre
where was sergio pena clos born?;http://dbpedia.org/ontology/birthPlace
what is lee dixon birth place;http://dbpedia.org/ontology/birthPlace
What genre of music are the citizens;http://dbpedia.org/ontology/genre
what cities are in the north american central time zone;http://dbpedia.org/ontology/timeZone
which specific kind of music is on strange days;http://dbpedia.org/ontology/genre
What nationaliuty is nikolay shirshov;http://dbpedia.org/ontology/birthPlace
What type of music does timothy laszlo sandor write;http://dbpedia.org/ontology/genre
what type of music does the artist von lmo play?;http://dbpedia.org/ontology/genre
what's the name of a prominent performer of progressive rock;http://dbpedia.org/ontology/genre
Where did robin milner pass away?;http://dbpedia.org/ontology/deathPlace
who was born in dusseldorf;http://dbpedia.org/ontology/birthPlace
is daviddevantandhisspiritwife indie rock or classical;http://dbpedia.org/ontology/genre
Where did erich friedrich die?;http://dbpedia.org/ontology/deathPlace
What kind of music is played on crush;http://dbpedia.org/ontology/genre
What is a golf related point-and-click game;http://dbpedia.org/ontology/genre
Where did molly brant die?;http://dbpedia.org/ontology/deathPlace
what is the genre of the artist cryoftheafflicted;http://dbpedia.org/ontology/genre
what type of music is heard on huey lewis and the news;http://dbpedia.org/ontology/genre
who wrote the film the doll (film);http://dbpedia.org/ontology/writer
what are tourist attractions in helsinki;http://dbpedia.org/ontology/location
Where was paul thompson born?;http://dbpedia.org/ontology/birthPlace
What is the cvg genre for the computer videogame atv quad power racing?;http://dbpedia.org/ontology/genre
which continent is 60 wall street located on;http://dbpedia.org/ontology/location
where was ferenc szabo born at?;http://dbpedia.org/ontology/birthPlace
what genre is final vinyl;http://dbpedia.org/ontology/genre
Who was born in paterson, new jersey?;http://dbpedia.org/ontology/birthPlace
What movie was sheldon lettich a writer on?;http://dbpedia.org/ontology/writer
which city was andreas Oberg born;http://dbpedia.org/ontology/birthPlace
what kind of genre does the artist ricfierabracci create;http://dbpedia.org/ontology/genre
who is the composer of paranoid;http://dbpedia.org/ontology/writer
Name a person born in dallas, texas.;http://dbpedia.org/ontology/birthPlace
"what type of music is george \\""corpsegrinder\\"" fisher";http://dbpedia.org/ontology/genre
Which genre of music is on the 12 collection and more;http://dbpedia.org/ontology/genre
Where was the place of death of orvar bergmark;http://dbpedia.org/ontology/deathPlace
who is a dark cabaret artist;http://dbpedia.org/ontology/genre
who was the composer of a murder of one;http://dbpedia.org/ontology/writer
Name a rhythm and blues album.;http://dbpedia.org/ontology/genre
What is an example of a debut punk rock album;http://dbpedia.org/ontology/genre
what kinds of music is re:born;http://dbpedia.org/ontology/genre
what kind of album is ozzfest 2002;http://dbpedia.org/ontology/genre
which genre of hip hop does j. rawls fall under;http://dbpedia.org/ontology/genre
Where did edward gorey die;http://dbpedia.org/ontology/deathPlace
which city was alexander graf lambsdorff born;http://dbpedia.org/ontology/birthPlace
what city did manilal doctor pass away in?;http://dbpedia.org/ontology/deathPlace
where did michel constantin pass away;http://dbpedia.org/ontology/deathPlace
Which country in Africa was brendan augustine born in;http://dbpedia.org/ontology/birthPlace
what artist plays post-hardcore music?;http://dbpedia.org/ontology/genre
what kind of music does choker campbell make?;http://dbpedia.org/ontology/genre
who was born in casablanca;http://dbpedia.org/ontology/birthPlace
what strategy game is similar to arnhem;http://dbpedia.org/ontology/genre
what time zone is bonanza in;http://dbpedia.org/ontology/timeZone
what kind of music does cristina scabbia make?;http://dbpedia.org/ontology/genre
what genre of music does paul oakenfold perform;http://dbpedia.org/ontology/genre
fabric 14: stacey pullen is what type of music;http://dbpedia.org/ontology/genre
what cities are within the north american central time zone;http://dbpedia.org/ontology/timeZone
Who is the writer behind twister;http://dbpedia.org/ontology/writer
which state is glynnwood catholic church based in;http://dbpedia.org/ontology/location
who was born in california?;http://dbpedia.org/ontology/birthPlace
which specific genre does youth of todayplay;http://dbpedia.org/ontology/genre
where in new york did ray sharkey die?;http://dbpedia.org/ontology/deathPlace
what is the genre of the artist gabor szabo?;http://dbpedia.org/ontology/genre
where did daniel coulter reynolds die?;http://dbpedia.org/ontology/birthPlace
where was ryan adams born;http://dbpedia.org/ontology/birthPlace
what kind of music is when angels & serpents dance;http://dbpedia.org/ontology/genre
where did sidney wood die;http://dbpedia.org/ontology/deathPlace
where did mina bern pass away;http://dbpedia.org/ontology/deathPlace
what composition did bjork compose;http://dbpedia.org/ontology/writer
in what city in the west coast is ash adams from;http://dbpedia.org/ontology/birthPlace
Name a person born in oakland.;http://dbpedia.org/ontology/birthPlace
where did shearjashub bourne die;http://dbpedia.org/ontology/deathPlace
what kinds of music is produced by teen angels;http://dbpedia.org/ontology/genre
what was matthew gaines's place of death;http://dbpedia.org/ontology/deathPlace
where did fred leroy granville pass away;http://dbpedia.org/ontology/deathPlace
Who is someone born in cleveland, ohio;http://dbpedia.org/ontology/birthPlace
what kind of music is alternate takes;http://dbpedia.org/ontology/genre
what country is venetianprincess from;http://dbpedia.org/ontology/birthPlace
who was born in wedel;http://dbpedia.org/ontology/birthPlace
what area is central africa time in;http://dbpedia.org/ontology/timeZone
which album is in the genre alternative rock;http://dbpedia.org/ontology/genre
what artists play garage rock?;http://dbpedia.org/ontology/genre
the big shave was a film written by;http://dbpedia.org/ontology/writer
What genre is fall to grace;http://dbpedia.org/ontology/genre
what songs have jim steinman written lyrics for?;http://dbpedia.org/ontology/writer
what kind of genre is el cielo;http://dbpedia.org/ontology/genre
which tv program is horror;http://dbpedia.org/ontology/genre
what kind of music is on combat rock?;http://dbpedia.org/ontology/genre
What type of music does tony rice create;http://dbpedia.org/ontology/genre
What genre of music is the album the icicle works?;http://dbpedia.org/ontology/genre
where was ralf little born?;http://dbpedia.org/ontology/birthPlace
what college can be found on the wirral peninsula;http://dbpedia.org/ontology/location
Where did william mcgonagle die;http://dbpedia.org/ontology/deathPlace
What genre of music does kik tracee record?;http://dbpedia.org/ontology/genre
what is soundtrack album?;http://dbpedia.org/ontology/genre
Name someone born in hattiesburg, mississippi;http://dbpedia.org/ontology/birthPlace
What type of music does robin mark create;http://dbpedia.org/ontology/genre
Where is michael steven buble from?;http://dbpedia.org/ontology/birthPlace
what city was serge venturini born in;http://dbpedia.org/ontology/birthPlace
what time zone is dalmand in;http://dbpedia.org/ontology/timeZone
Name a alternative country artist;http://dbpedia.org/ontology/genre
what program is a reality show?;http://dbpedia.org/ontology/genre
which type of music is associated with tess;http://dbpedia.org/ontology/genre
What music genre does 33miles produce?;http://dbpedia.org/ontology/genre
what is an example of a blues-rock album;http://dbpedia.org/ontology/genre
what is the nationality for sulejman rebac;http://dbpedia.org/ontology/birthPlace
what type of music does lola blanc make;http://dbpedia.org/ontology/genre
What musical genre does season one fall under?;http://dbpedia.org/ontology/genre
what is the genre of the album el lado oscuro?;http://dbpedia.org/ontology/genre
where was jan francisci born?;http://dbpedia.org/ontology/deathPlace
what genre of music is the album presents... the xtatik parade;http://dbpedia.org/ontology/genre
Where was alfonso iv d'este, duke of modena born?;http://dbpedia.org/ontology/birthPlace
where was katherine anne porter born;http://dbpedia.org/ontology/birthPlace
Which time zone is richmond located in?;http://dbpedia.org/ontology/timeZone
where did edward pinnington die?;http://dbpedia.org/ontology/deathPlace
Name a person born in madrid;http://dbpedia.org/ontology/birthPlace
where was maria bello born;http://dbpedia.org/ontology/birthPlace
what is the origin of kate bush;http://dbpedia.org/ontology/birthPlace
which time zones is vici, oklahoma located in?;http://dbpedia.org/ontology/timeZone
where did ruth sobotka die;http://dbpedia.org/ontology/deathPlace
what kind of punk music is banned in d.c.: bad brains greatest riffs;http://dbpedia.org/ontology/genre
What's an adventure game made by telltale games;http://dbpedia.org/ontology/genre
What genre of music is the album danzig ii: lucifuge;http://dbpedia.org/ontology/genre
Who was born in kigali?;http://dbpedia.org/ontology/birthPlace
Where was nora swinburne killed;http://dbpedia.org/ontology/deathPlace
What's a animated cartoon;http://dbpedia.org/ontology/genre
what city and state was chris ray born in/;http://dbpedia.org/ontology/birthPlace
what type of music is on the album stupid fat americans?;http://dbpedia.org/ontology/genre
who composed self control (song);http://dbpedia.org/ontology/writer
which country was lena adelsohn liljeroth born;http://dbpedia.org/ontology/birthPlace
Where was philip pearsall carpenter born;http://dbpedia.org/ontology/birthPlace
who is a dj from kingston;http://dbpedia.org/ontology/birthPlace
what genre is richard shaw brown?;http://dbpedia.org/ontology/genre
Where was anna-lisa baude born?;http://dbpedia.org/ontology/birthPlace
where did kenneth j. warren die;http://dbpedia.org/ontology/deathPlace
what country was  bill d. burlison born;http://dbpedia.org/ontology/birthPlace
in what netflix genre does the title murder at the presidio belong to;http://dbpedia.org/ontology/genre
what is the time zone assigned to east fishkill, new york;http://dbpedia.org/ontology/timeZone
what kinds of videogame is ground control ii: operation exodus;http://dbpedia.org/ontology/genre
What is the origin of dolly parton?;http://dbpedia.org/ontology/birthPlace
What is the birth place of jeff rohrer?;http://dbpedia.org/ontology/birthPlace
what famous city in paris did  Emile lemoine die;http://dbpedia.org/ontology/deathPlace
what type of music is little things;http://dbpedia.org/ontology/genre
what kind of music is on abdoujaparov?;http://dbpedia.org/ontology/genre
What type of program is the pepsi-cola playhouse?;http://dbpedia.org/ontology/genre
which city did grayston lynch die;http://dbpedia.org/ontology/deathPlace
what country is martin larsson from;http://dbpedia.org/ontology/birthPlace
which painter was born in basel;http://dbpedia.org/ontology/birthPlace
Name someone who was born in philadelphia;http://dbpedia.org/ontology/birthPlace
who wrote the story for henry v;http://dbpedia.org/ontology/writer
which adam was born in penkridge;http://dbpedia.org/ontology/birthPlace
what type of music is tony ashwin kanal;http://dbpedia.org/ontology/genre
what types of videogame is dark seed;http://dbpedia.org/ontology/genre
what genre of music did scott stapp make;http://dbpedia.org/ontology/genre
Where was jose antonio sanchez de luna born?;http://dbpedia.org/ontology/birthPlace
what kind of music genre is twangin';http://dbpedia.org/ontology/genre
what types of music is created by berlin;http://dbpedia.org/ontology/genre
WHat kind of music is dimanche a bamako;http://dbpedia.org/ontology/genre
what type of music is a day late and a dollar short;http://dbpedia.org/ontology/genre
what is the software genre of oracle application server;http://dbpedia.org/ontology/genre
what kind of music does peter bradley adams release;http://dbpedia.org/ontology/genre
which basketball player was born in san bernardino, california?;http://dbpedia.org/ontology/birthPlace
what country is baba ali from;http://dbpedia.org/ontology/birthPlace
Which tv program is in the miniseries genre?;http://dbpedia.org/ontology/genre
who's an artist that sings indie rock;http://dbpedia.org/ontology/genre
Where was jenny bailey born?;http://dbpedia.org/ontology/birthPlace
What is the name of the weather channels smooth jazz album;http://dbpedia.org/ontology/genre
What is the name of a man born in stockport?;http://dbpedia.org/ontology/birthPlace
In which state is christ episcopal church?;http://dbpedia.org/ontology/location
what is an example of an action cvg;http://dbpedia.org/ontology/genre
what genre of music is vivavivahate in?;http://dbpedia.org/ontology/genre
what is an example of a country album;http://dbpedia.org/ontology/genre
what genre is the game dead or alive xtreme 2;http://dbpedia.org/ontology/genre
what time zone includes hudson falls, new york;http://dbpedia.org/ontology/timeZone
what types of music is played by ivar medaas;http://dbpedia.org/ontology/genre
what kind of game is a/x-101;http://dbpedia.org/ontology/genre
who was born in gilan;http://dbpedia.org/ontology/birthPlace
Who is a notable figure that is from tehran;http://dbpedia.org/ontology/birthPlace
what lyrics is written by robert palmer?;http://dbpedia.org/ontology/writer
what type of music does transparent play?;http://dbpedia.org/ontology/genre
is captiva christian rock or classical;http://dbpedia.org/ontology/genre
what country is cynthia mckinney a citizen of;http://dbpedia.org/ontology/birthPlace
What kind of tv program is dino babies?;http://dbpedia.org/ontology/genre
Where did john davidson die?;http://dbpedia.org/ontology/deathPlace
what kind of music is niclas engelin associated with;http://dbpedia.org/ontology/genre
who was born in willemstad?;http://dbpedia.org/ontology/birthPlace
who plays and loves rock music;http://dbpedia.org/ontology/genre
Who wrote put your head on my shoulder;http://dbpedia.org/ontology/writer
where was john mckelvey born;http://dbpedia.org/ontology/birthPlace
What genre does the computer game resident evil: dead aim fall in;http://dbpedia.org/ontology/genre
which song did jeff lynne write the lyrics for the electric light orchestra?;http://dbpedia.org/ontology/writer
What is the birth place of vernon e. megee?;http://dbpedia.org/ontology/birthPlace
where in the world was drago ibler born;http://dbpedia.org/ontology/birthPlace
which movie is written by j. s. cardone;http://dbpedia.org/ontology/writer
What kind of music does titospace play?;http://dbpedia.org/ontology/genre
what time zone is  gilchrist township situated in;http://dbpedia.org/ontology/timeZone
in what city was kalimba born;http://dbpedia.org/ontology/birthPlace
What kind of music is eliza doolittle;http://dbpedia.org/ontology/genre
Where can ansley park be located?;http://dbpedia.org/ontology/location
who is a deathgrind group;http://dbpedia.org/ontology/genre
what is a tv comedy;http://dbpedia.org/ontology/genre
What genre of music is marc savoy;http://dbpedia.org/ontology/genre
torched is considered what type of music;http://dbpedia.org/ontology/genre
who is an American pianist born in philadelphia;http://dbpedia.org/ontology/birthPlace
what type of music is on the album bez struje;http://dbpedia.org/ontology/genre
who wrote kids in the hall: brain candy;http://dbpedia.org/ontology/writer
Name someone who was born in baltimore, maryland;http://dbpedia.org/ontology/birthPlace
Who is a notable person that was born in pakistan;http://dbpedia.org/ontology/birthPlace
What sort of music does bloodstone play;http://dbpedia.org/ontology/genre
where was bill kramer born?;http://dbpedia.org/ontology/birthPlace
what type of videogame is bank heist;http://dbpedia.org/ontology/genre
where was  francesco barsanti born;http://dbpedia.org/ontology/birthPlace
what is a good description of the show top cat;http://dbpedia.org/ontology/genre
What is a rock music artist?;http://dbpedia.org/ontology/genre
what type of music is this present darkness?;http://dbpedia.org/ontology/genre
where was mike dow born;http://dbpedia.org/ontology/birthPlace
what sort of music does victor vincent fuentes play;http://dbpedia.org/ontology/genre
who was born in detroit;http://dbpedia.org/ontology/birthPlace
where was charles rutter born;http://dbpedia.org/ontology/birthPlace
what type of music is on karaoke remix vol.1?;http://dbpedia.org/ontology/genre
what is a compilation album by the southern rock band The Kentucky Headhunters;http://dbpedia.org/ontology/genre
what song has benny benassi made;http://dbpedia.org/ontology/writer
what style of music is the winds;http://dbpedia.org/ontology/genre
what is the time zone of lock haven;http://dbpedia.org/ontology/timeZone
where was the birth place of gianluca lapadula;http://dbpedia.org/ontology/birthPlace
Where did ferenc gordon die;http://dbpedia.org/ontology/deathPlace
What album is in the Power Pop genre?;http://dbpedia.org/ontology/genre
what types of music is second nature;http://dbpedia.org/ontology/genre
Where was juan gil navarro born;http://dbpedia.org/ontology/birthPlace
what Bulgarian economist was born in lovech;http://dbpedia.org/ontology/birthPlace
what are jazz albums;http://dbpedia.org/ontology/genre
what kinds of music is deth red sabaoth;http://dbpedia.org/ontology/genre
What kind of music is undeniable;http://dbpedia.org/ontology/genre
What type of TV show is brothers & sisters;http://dbpedia.org/ontology/genre
